Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_A2_82872920.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				4.79589e+08
A0A075B6H9	A0A075B6H9				9.97225e+06
A0A075B6I0	A0A075B6I0				6.52926e+07
A0A075B6J9	A0A075B6J9				1.06889e+07
A0A075B6K4	A0A075B6K0;A0A075B6K4				6.25684e+06
A0A075B6K5	A0A075B6K5				1.59993e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				3.25158e+08
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				4.48182e+07
A0A075B6S2	A0A075B6S2;A2NJV5				3.62267e+08
A0A087WSX0	A0A087WSX0;A0A0G2JS06				2.03964e+06
A0A087WSY6	A0A087WSY6				3.06232e+08
A0A087WW87;P01614	P01614;A0A087WW87				636976
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.18052e+08
A0A0A0MS15	A0A0A0MS15				6.06269e+06
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				1.06054e+06
A0A0A0MT89	A0A0A0MT89				1.33084e+07
A0A0B4J1U7	A0A0B4J1U7				2.53874e+07
A0A0B4J1V0	A0A0B4J1V0				1.54553e+08
A0A0B4J1V2	A0A0B4J1V2				9.3798e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				1.16735e+08
A0A0B4J1Y8	A0A0B4J1Y8				1.9016e+07
A0A0B4J1Y9	A0A0B4J1Y9				4.37202e+06
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				2.35964e+06
A0A0C4DH24	A0A0C4DH24				1.0646e+07
A0A0C4DH25	A0A0C4DH25				3.82544e+07
A0A0C4DH31	A0A0C4DH31				3.35396e+06
A0A0C4DH33	A0A0C4DH33				5.53746e+08
A0A0C4DH34	A0A0C4DH34				2.49934e+07
A0A0C4DH35	A0A0C4DH35				39798.5
A0A0C4DH36	A0A0C4DH36				7.91807e+06
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				1.06524e+07
A0A0C4DH43	A0A0C4DH43				3.59605e+07
A0A0C4DH67	A0A0C4DH67				1.38571e+07
