Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_D6_129182306_repeat.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				3.47585e+08
A0A075B6H9	A0A075B6H9				1.24602e+07
A0A075B6I0	A0A075B6I0				4.42927e+07
A0A075B6I1	A0A075B6I1				1.03187e+07
A0A075B6I9	A0A075B6I9				1.29827e+08
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				2.14665e+06
A0A075B6J9	A0A075B6J9				3.77056e+07
A0A075B6K4	A0A075B6K4				1.15835e+06
A0A075B6K5	A0A075B6K5				5.12729e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				2.95117e+08
A0A075B6Q5	A0A075B6Q5				3.83543e+06
A0A075B6R2	A0A075B6R2				8.87723e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				3.71196e+07
A0A075B6S2	A0A075B6S2;A2NJV5				2.92714e+08
A0A075B6S5	A0A075B6S5				4.07891e+06
A0A087WSX0	A0A087WSX0;A0A0G2JS06				6.58842e+06
A0A087WSY6	A0A087WSY6				2.39739e+08
A0A087WW87;P01614	P01614;A0A087WW87				4.69283e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				2.79398e+08
A0A0A0MS15	A0A0A0MS15				4.78299e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				359660
A0A0B4J1U7	A0A0B4J1U7				1.86186e+07
A0A0B4J1V0	A0A0B4J1V0;A0A0B4J1V6;A0A0B4J1Y9				3.97777e+08
A0A0B4J1V2	A0A0B4J1V2				5.7946e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				1.25614e+08
A0A0B4J1Y8	A0A0B4J1Y8				1.54069e+07
A0A0B4J1Y9	A0A0B4J1Y9				4.73982e+06
A0A0C4DH24	A0A0C4DH24				3.60949e+06
A0A0C4DH25	A0A0C4DH25				6.36336e+07
A0A0C4DH33	A0A0C4DH33				911402
A0A0C4DH34	A0A0C4DH34				8.52772e+06
A0A0C4DH35	A0A0C4DH35				4.66056e+06
A0A0C4DH36	A0A0C4DH36				6.75322e+06
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				4.65146e+07
A0A0C4DH43	A0A0C4DH43				2.83116e+07
A0A0C4DH67	A0A0C4DH67				4.62635e+07
A0A0C4DH72	P01599;A0A0C4DH72				1.60936e+07
A0A0J9YX35	A0A0J9YX35				8.87318e+06
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				2.32376e+08
A1L4H1	A1L4H1				7.08054e+06
A2RU67	A2RU67				717338
A5D6W6	A5D6W6				9.16707e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.98655e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				999510
A6NGN9	A6NGN9				1.56898e+07
A6NL88	A6NL88				5.55149e+06
A6NLU5	A6NLU5				4.2762e+07
A6NMY6;P07355;P07355-2	A6NMY6;P07355;P07355-2				188050
A8MTW9	A8MTW9				2.67401e+06
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				556324
B9A064;P0DOX8	B9A064;P0DOX8				1.6026e+08
C9JVW0	C9JVW0				1.12259e+07
E2RYF7	E2RYF7				8.33456e+06
I3L3R5	I3L3R5				1.39392e+06
O00115;O00115-2	O00115;O00115-2				1.0134e+07
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				5.05975e+07
O00187;O00187-2	O00187;O00187-2				2.13024e+06
O00244	O00244				2.07523e+06
O00264	O00264;O15173;O15173-2				1.969e+08
O00299	O00299				1.85985e+06
