Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_A8_79114549_repeat.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				1.21456e+08
A0A075B6H9	A0A075B6H9				1.32697e+07
A0A075B6I0	A0A075B6I0				1.07271e+07
A0A075B6I1	A0A075B6I1				2.48661e+06
A0A075B6I9;P04211	P04211;A0A075B6I9				2.33615e+07
A0A075B6J1	A0A075B6J1;A0A0A0MRZ9				2.36707e+06
A0A075B6J9	A0A075B6J9				1.32133e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				2.81861e+06
A0A075B6K5	A0A075B6K5				5.52429e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				1.57378e+08
A0A075B6R2	A0A075B6R2				6.64439e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				9.96759e+06
A0A075B6S2	A0A075B6S2;A2NJV5				1.78571e+08
A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				3.37486e+07
A0A087WSX0	A0A087WSX0;A0A0G2JS06				775102
A0A087WSY4	A0A087WSY4				2.63807e+06
A0A087WSY6	A0A087WSY6				1.3153e+08
A0A087WW87;P01614	P01614;A0A087WW87				3.33719e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				6.78192e+07
A0A0A0MS15	A0A0A0MS15				2.18869e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				188907
A0A0A0MT89	A0A0A0MT89				1.46254e+06
A0A0B4J1U7	A0A0B4J1U7				6.6552e+06
A0A0B4J1V0	A0A0B4J1V0				1.21155e+08
A0A0B4J1V2	A0A0B4J1V2				6.66461e+06
A0A0B4J1X5	A0A0B4J1X5				2.35336e+07
A0A0B4J1Y8	A0A0B4J1Y8				3.77648e+06
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				4.88599e+06
A0A0C4DH24	A0A0C4DH24				1.1095e+06
A0A0C4DH25	A0A0C4DH25				4.40468e+07
A0A0C4DH33	A0A0C4DH33				836947
A0A0C4DH34	A0A0C4DH34				6.18463e+06
A0A0C4DH35	A0A0C4DH35				2.40327e+06
A0A0C4DH36	A0A0C4DH36				3.49008e+06
A0A0C4DH38	A0A0C4DH38				1.51836e+07
A0A0C4DH43	A0A0C4DH43				7.3716e+06
A0A0C4DH67	A0A0C4DH67;A0A0C4DH69				2.42626e+06
A0A0C4DH72;A0A0C4DH73;P01597;P01611;P04432	P01597;P01611;P04432;A0A0C4DH72;A0A0C4DH73				1.92126e+07
A0A0J9YX35	A0A0J9YX35				6.47403e+06
A0A0J9YXX1	A0A0C4DH38;A0A0J9YXX1				4.08636e+07
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				1.31001e+08
A1L4H1	A1L4H1				3.61461e+06
A2RU67	A2RU67				721544
A5D6W6	A5D6W6				3.39214e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.46159e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				529110
A6NGN9	A6NGN9				4.92881e+06
A6NL88	A6NL88				2.45331e+06
A6NLU5	A6NLU5				2.08277e+07
A6NMY6;P07355;P07355-2	A6NMY6;P07355;P07355-2				88459.3
A8MTW9	A8MTW9				1.62208e+06
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				350847
B9A064;P0DOX8	B9A064;P0DOX8				6.75891e+07
C9JVW0	C9JVW0				6.48164e+06
E2RYF7	E2RYF7				4.02514e+06
I3L3R5	I3L3R5				1.09371e+06
O00115;O00115-2	O00115;O00115-2				3.87292e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				3.81573e+07
O00187;O00187-2	O00187;O00187-2				1.3403e+06
O00264	O00264;O15173;O15173-2				3.48551e+06
O00299	O00299				959400
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				1.95249e+06
O00391	O00391;O00391-2				1.93971e+07
O00451	O00451;O00451-2;O00451-3				1.96388e+07
O00461	O00461				6.70632e+06
O00462	O00462				5.1216e+06
O00468-6	O00468-6;O00468-7				1.76969e+07
O00469;O00469-2;O00469-3	O00469;O00469-2;O00469-3				213131
O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9	O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9				197739
O00533	O00533				1.19406e+07
O00533-2	O00533;O00533-2				1.82177e+08
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				1.17496e+06
O00567	O00567				364101
O00584	O00584				1.47071e+07
O00754;O00754-2	O00754;O00754-2				1.39119e+06
O14498	O14498				7.87271e+07
O14514	O14514				3.28531e+06
O14522	O14522;O14522-1				1.01628e+06
O14525;O14525-2;O14525-3	O14525;O14525-2;O14525-3				263096
O14594	O14594				1.93916e+08
O14657	O14657				230834
O14668;O14668-2	O14668;O14668-2				598084
O14672	O14672				4.41503e+06
O14737;O14737-2	O14737;O14737-2				109737
O14745	O14745				94995.4
O14773	O14773				9.63706e+06
O14786	O14786;O14786-2;O14786-3				6.0982e+06
O14791-2	O14791;O14791-2;O14791-3				4.1347e+06
O14793	O14793				2.11413e+06
O14810	O14810				171905
