Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/MagKiel_cohort_Sweden_speclib_OBO/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_B8_CSF_828-15.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				2.56704e+08
A0A075B6H9	A0A075B6H9				4.88486e+06
A0A075B6I0	A0A075B6I0				2.32494e+07
A0A075B6I9	A0A075B6I9				1.65572e+07
A0A075B6J9	A0A075B6J9				8.04264e+06
A0A075B6K5	A0A075B6K5				1.75728e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				6.82607e+07
A0A075B6R2	A0A075B6R2				1.2537e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				1.57498e+07
A0A075B6S2	A0A075B6S2				5.41168e+06
A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				2.87643e+07
A0A087WSX0;A0A0G2JS06	A0A087WSX0;A0A0G2JS06				900454
A0A087WSY6	A0A087WSY6				7.74574e+07
A0A087WW87;P01614	P01614;A0A087WW87				1.68064e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.26571e+08
A0A0A0MS15	A0A0A0MS15				1.77133e+07
A0A0A0MT36	A0A0A0MT36;A0A0C4DH26				3.1779e+06
A0A0A0MT89	A0A0A0MT89				6.35648e+06
A0A0B4J1U7	A0A0B4J1U7				1.07042e+07
A0A0B4J1V0	A0A0B4J1V0				2.57053e+06
A0A0B4J1V2	A0A0B4J1V2				1.38149e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				7.07398e+07
A0A0B4J1Y8	A0A0B4J1Y8				3.80826e+06
A0A0B4J1Y9	A0A0B4J1Y9				8.12384e+07
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				653062
A0A0C4DH25	A0A0C4DH25				2.05331e+07
A0A0C4DH29	A0A0C4DH29				6139.13
A0A0C4DH34	A0A0C4DH34				5.30058e+06
A0A0C4DH35	A0A0C4DH35				1.68313e+06
A0A0C4DH36	A0A0C4DH36				3.74811e+06
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				6.27995e+06
A0A0C4DH43	A0A0C4DH43				1.90841e+07
A0A0J9YX35	A0A0J9YX35				5.49851e+06
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				7.76087e+07
A1L4H1	A1L4H1				1.52874e+06
A2NJV5	A0A075B6S2;A2NJV5				1.62105e+08
A2RU67	A2RU67				339891
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.29797e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				61675.9
A6NGN9	A6NGN9				7.98723e+06
A6NL88	A6NL88				1.28716e+06
