Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/MagKiel_cohort_Sweden_speclib_OBO/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_C8_CSF_840-14.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				1.47711e+08
A0A075B6H9	A0A075B6H9				1.98839e+07
A0A075B6I0	A0A075B6I0				8.70362e+06
A0A075B6I1	A0A075B6I1				3.18097e+06
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				165604
A0A075B6J9	A0A075B6J9				1.87519e+07
A0A075B6K2	A0A075B6K2				857562
A0A075B6K4	A0A075B6K0;A0A075B6K4				5.68075e+06
A0A075B6K5	A0A075B6K5				5.0534e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				7.72705e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				1.82087e+07
A0A075B6S2	A0A075B6S2;A2NJV5				2.25348e+08
A0A075B6S5	A0A075B6S5				590324
A0A087WSX0	A0A087WSX0;A0A0G2JS06				4.0037e+06
A0A087WSY6	A0A087WSY6				1.15708e+07
A0A087WW87;P01614	P01614;A0A087WW87				2.38982e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.80846e+08
A0A0A0MS15	A0A0A0MS15				1.51789e+07
A0A0A0MT89	A0A0A0MT89				6.32999e+06
A0A0B4J1U7	A0A0B4J1U7				2.31068e+07
A0A0B4J1V0	A0A0B4J1V0				2.3827e+06
A0A0B4J1V2	A0A0B4J1V2				6.52094e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				6.5209e+07
A0A0B4J1Y8	A0A0B4J1Y8				2.43549e+06
A0A0B4J1Y9	A0A0B4J1Y9				1.02279e+08
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				4.20032e+06
A0A0C4DH24	A0A0C4DH24				4.06717e+06
A0A0C4DH25	A0A0C4DH25				4.2863e+07
A0A0C4DH31	A0A0C4DH31				1.1658e+06
A0A0C4DH33	A0A0C4DH33				907926
A0A0C4DH34	A0A0C4DH34				9.32228e+06
A0A0C4DH35	A0A0C4DH35				1.12695e+06
A0A0C4DH36	A0A0C4DH36				7.00902e+06
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				1.54299e+07
A0A0C4DH43	A0A0C4DH43				742862
A0A0C4DH67	A0A0C4DH67				3.3074e+07
A0A0C4DH72;A0A0C4DH73;P01597;P01611;P04432	P01597;P01611;P04432;A0A0C4DH72;A0A0C4DH73				2.48916e+07
A0A0J9YX35	A0A0J9YX35				6.05211e+06
A0A0J9YXX1	A0A0J9YXX1				1.60314e+06
A0A2R8Y619;O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q5QNW6-2;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880	O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880;A0A2R8Y619;Q5QNW6-2				380763
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				2.40002e+08
A1L4H1	A1L4H1				2.28746e+06
A2RU67	A2RU67				121659
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.03555e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				401465
A6NGN9	A6NGN9				7.90527e+06
A6NL88	A6NL88				1.97695e+06
A6NLU5	A6NLU5				9.73544e+06
A6NMY6;P07355;P07355-2	A6NMY6;P07355;P07355-2				591089
A8MTW9	A8MTW9				817663
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				252125
B9A064;P0DOX8	B9A064;P0DOX8				7.80943e+07
C9JVW0	C9JVW0				4.64587e+06
I3L3R5	I3L3R5				989997
O00115;O00115-2	O00115;O00115-2				3.55208e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				2.33902e+07
O00187;O00187-2	O00187;O00187-2				989707
O00264	O00264;O15173;O15173-2				2.68789e+06
O00299	O00299				651720
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				1.44969e+06
O00391	O00391;O00391-2				1.66228e+07
O00451	O00451;O00451-2;O00451-3				1.54126e+07
O00461	O00461				2.88491e+06
O00462	O00462				4.56194e+06
O00468-6	O00468-6;O00468-7				1.27197e+07
O00533	O00533;O00533-2				1.05567e+08
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				625985
O00567	O00567				148464
O00584	O00584				9.70099e+06
O00754;O00754-2	O00754;O00754-2				3.2074e+06
O14498	O14498				4.80047e+07
O14514	O14514				2.70672e+06
O14522;O14522-1	O14522;O14522-1				954992
O14525;O14525-2;O14525-3	O14525;O14525-2;O14525-3				203436
O14594	O14594				1.13328e+08
O14668;O14668-2	O14668;O14668-2				1.93564e+06
O14672	O14672				3.01662e+06
O14737;O14737-2	O14737;O14737-2				83261.8
O14745	O14745				109932
O14773	O14773				9.96428e+06
O14786	O14786;O14786-2;O14786-3				5.68179e+06
O14791-2	O14791;O14791-2;O14791-3				1.45139e+07
O14793	O14793				1.77029e+06
O14810	O14810				251462
O14917;O14917-2	O14917;O14917-2				2.38207e+06
O14960	O14960				984209
O15031	O15031				1.11207e+07
O15041;O15041-2	O15041;O15041-2				178639
O15197;O15197-3	O15197;O15197-3				5.05217e+06
O15204;O15204-2	O15204;O15204-2				1.16969e+06
O15230	O15230				2.75103e+06
O15232;O15232-2	O15232;O15232-2				2.22221e+06
O15240	O15240				9.8263e+07
O15335	O15335				2.65042e+06
O15354	O15354				1.62974e+07
O15394	O15394				1.58467e+07
O15400;O15400-2	O15400;O15400-2				1.30864e+06
O15466;O15466-2	O15466;O15466-2				2.21197e+06
O15540;O15540-2	O15540;O15540-2				3.16352e+06
O43155	O43155				445568
O43157	O43157;O43157-2;O43157-3				3.27896e+06
O43173	O43173				2.47332e+06
O43240	O43240				1.25047e+06
O43278;O43278-2	O43278;O43278-2				1.50143e+06
O43286	O43286				1.62895e+06
O43291	O43291				6.03248e+06
O43300	O43300				2.86234e+06
O43405;O43405-2	O43405;O43405-2				2.15883e+07
O43491;O43491-4	O43491;O43491-4				221853
O43493;O43493-3;O43493-5;O43493-7	O43493;O43493-3;O43493-5;O43493-7				2.54247e+07
O43504	O43504				875871
O43505	O43505				3.5591e+08
O43508	O43508;O43508-2				606158
O43508-2;O75888;O75888-2;O75888-4;O75888-5	O75888;O43508-2;O75888-2;O75888-4;O75888-5				1.54208e+06
O43529	O43529				4.56588e+06
O43556;O43556-3;O43556-4	O43556;O43556-3;O43556-4				9.47769e+06
O43567	O43567				3.71554e+06
O43581;O43581-2;O43581-3;O43581-4;O43581-5;O43581-6	O43581;O43581-2;O43581-3;O43581-4;O43581-5;O43581-6				462346
O43736;O43736-2	O43736;O43736-2				1.45662e+06
O43827	O43827				3.60026e+06
O43852;O43852-2;O43852-3;O43852-4;O43852-5;O43852-9	O43852;O43852-10;O43852-11;O43852-12;O43852-13;O43852-14;O43852-2;O43852-3;O43852-4;O43852-5;O43852-6;O43852-7;O43852-8;O43852-9				768229
O43854;O43854-2	O43854;O43854-2				195671
O43866	O43866				2.67335e+06
O43897;O43897-2	O43897;O43897-2				1.34569e+06
O43909	O43909				361628
O43916	O43916				858730
O60241;O60241-2;O60241-3;O60241-4	O60241;O60241-2;O60241-3;O60241-4				4.037e+06
O60242	O60242				1.50885e+06
O60243	O60243				3.12225e+06
O60245;O60245-2	O60245;O60245-2				2.78137e+06
O60279	O60279				1.44308e+07
O60291;O60291-2;O60291-3;O60291-4	O60291;O60291-2;O60291-3;O60291-4				2.52705e+06
O60449;O60449-2;O60449-3	O60449;O60449-2;O60449-3				229306
O60462;O60462-2;O60462-3;O60462-4;O60462-5	O60462;O60462-2;O60462-3;O60462-4;O60462-5;O60462-6				4.43842e+06
O60476	O60476				2.11259e+06
O60477;O60477-3	O60477;Q76B58;O60477-3;Q76B58-2				183336
O60512	O60512				1.19954e+06
O60565	O60565				365240
O60568	O60568				7.23007e+06
O60613	O60613				1.20431e+06
O60883	O60883				6.85574e+07
O60888-3	O60888;O60888-2;O60888-3				4.74251e+07
O60939	O60939				3.09184e+06
O75019;O75019-2	O75019;O75019-2				1.06499e+06
O75051;O75051-2	O75051;O75051-2				1.22247e+06
O75063	O75063				1.79146e+06
O75071	O75071				5.1226e+06
O75077;O75077-2;O75077-3	O75077;O75077-2;O75077-3				2.52067e+06
O75078	O75078;O75078-2				3.07051e+06
O75083	O75083;O75083-3				2.33544e+06
O75084;Q14332	O75084;Q14332				543113
O75093	O75093				2.58857e+07
O75144;O75144-2	O75144;O75144-2;O75144-3				1.34679e+07
O75173;O75173-2	O75173;O75173-2				4.87135e+06
O75223	O75223				1.14704e+06
O75326	O75326;O75326-2				2.65336e+07
O75347;O75347-2	O75347;O75347-2				1.81677e+06
O75354;O75354-2;O75354-3	O75354;O75354-2;O75354-3				559404
O75368	O75368				1.79733e+06
O75487	O75487;O75487-2				1.0448e+06
O75493	O75493				4.93192e+06
O75503	O75503				3.03561e+06
O75509	O75509				1.84389e+07
O75592;O75592-2	O75592;O75592-2				6.00734e+06
O75629	O75629				1.21981e+06
O75636;O75636-2	O75636;O75636-2				1.75523e+06
O75711	O75711				1.91657e+08
O75752	O75752				9.98132e+06
O75781;O75781-2	O75781;O75781-2				3.26247e+06
O75787;O75787-2	O75787;O75787-2				2.30051e+07
O75828	O75828				1.19382e+06
O75874	O75874				301982
O75882;O75882-2;O75882-3	O75882;O75882-2;O75882-3				6.96801e+06
O75973	O75973				629120
O75976	O75976				1.7664e+06
O76061	O76061				4.28513e+06
O76070	O76070				932316
O94760	O94760				7.17806e+06
O94766	O94766;Q9NPZ5				1.49105e+06
O94769	O94769;O94769-2				9.98965e+06
O94772;O94772-2	O94772;O94772-2				4.85188e+07
O94779;O94779-2	O94779;O94779-2				423658
O94856-11	O94856;O94856-10;O94856-11;O94856-12;O94856-13;O94856-3;O94856-4;O94856-5;O94856-6;O94856-7;O94856-8;O94856-9				2.89358e+07
O94856-12;O94856-4;O94856-9	O94856-12;O94856-4;O94856-9				2.07522e+06
O94910	O94910;O94910-2				4.18188e+06
O94919	O94919				1.60895e+07
O94933	O94933				568204
O94973;O94973-2	O94973;O94973-2				163338
O94985	O94985				2.2056e+06
O94985-2	O94985;O94985-2				1.80825e+08
O94991	O94991;O94991-2				2.49768e+06
O95084;O95084-2	O95084;O95084-2				2.06778e+06
O95157	O95157				4.1597e+06
O95158	O95158				1.04992e+07
O95159	O95159				958078
O95185;O95185-2	O95185;O95185-2				1.73974e+06
O95196;O95196-2	O95196;O95196-2				5.75573e+06
O95206;O95206-2	O95206;O95206-2				2.32209e+06
O95297;O95297-2;O95297-3	O95297;O95297-2;O95297-3;O95297-4				645663
O95390	O95390				2.41307e+06
O95428;O95428-5;O95428-6	O95428;O95428-3;O95428-4;O95428-5;O95428-6				2.95881e+06
O95445	O95445;O95445-2				1.43361e+07
O95450;O95450-2	O95450;O95450-2				1.77077e+06
O95467	O95467				454212
O95490;O95490-2;O95490-3;O95490-4;O95490-5;O95490-6;O95490-7	O95490;O95490-2;O95490-3;O95490-4;O95490-5;O95490-6;O95490-7				438979
O95497	O95497				273202
O95502	O95502				8.28756e+07
O95633;O95633-2	O95633;O95633-2				2.441e+06
O95841	O95841				1.43041e+06
O95865	O95865				941137
O95881	O95881				81026.4
O95897	O95897				454732
O95967	O95967				6.91387e+06
O95970;O95970-3	O95970;O95970-3				313613
O95980	O95980				4.92316e+06
O95998	O95998;O95998-4				5.27721e+06
P00338;P00338-3	P00338;P00338-3;P00338-4				8.22392e+06
P00352	P00352				561207
P00390;P00390-2;P00390-3	P00390;P00390-2;P00390-3;P00390-4;P00390-5				2.03825e+06
P00441	P00441				2.72488e+08
P00450	P00450				2.02277e+08
P00488	P00488				2.27175e+06
P00492	P00492				1.95216e+06
P00505	P00505;P00505-2				5.9942e+06
P00533;P00533-3;P00533-4	P00533;P00533-3;P00533-4				1.66133e+06
P00558	P00558;P00558-2				4.43331e+06
P00734	P00734				3.78592e+07
