Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/MagKiel_cohort_Sweden_speclib_OBO/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_C1_CSF_656-15.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				2.48901e+08
A0A075B6H9	A0A075B6H9				1.19703e+07
A0A075B6I0	A0A075B6I0				1.80157e+07
A0A075B6I1	A0A075B6I1				1.00438e+06
A0A075B6I9	A0A075B6I9				4.42193e+07
A0A075B6J9	A0A075B6J9				1.08934e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				1.72346e+06
A0A075B6K5	A0A075B6K5				7.4905e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				1.52636e+08
A0A075B6R2	A0A075B6R2				1.29765e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				2.62896e+07
A0A075B6S2	A0A075B6S2;A2NJV5				1.06378e+08
A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				2.56209e+07
A0A087WSX0	A0A087WSX0;A0A0G2JS06				8.68027e+06
A0A087WSY6	A0A087WSY6				8.72217e+07
A0A087WW87;P01614	P01614;A0A087WW87				3.49262e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.45994e+08
A0A0A0MS15	A0A0A0MS15				3.1242e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				2.89844e+07
A0A0A0MT89	A0A0A0MT89				6.70749e+06
A0A0B4J1U7	A0A0B4J1U7				1.96626e+07
A0A0B4J1V0	A0A0B4J1V0				1.57067e+08
A0A0B4J1V2	A0A0B4J1V2				5.51485e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				1.04039e+08
A0A0B4J1Y8	A0A0B4J1Y8				5.03743e+06
A0A0B4J1Y9	A0A0B4J1Y9				2.6064e+06
A0A0C4DH24	A0A0C4DH24				2.20171e+06
A0A0C4DH25	A0A0C4DH25				1.50039e+07
A0A0C4DH29	A0A0C4DH29				135136
A0A0C4DH33	A0A0C4DH33				499109
A0A0C4DH34	A0A0C4DH34				9.31917e+06
A0A0C4DH35	A0A0C4DH35				493424
A0A0C4DH36	A0A0C4DH36				4.24042e+06
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				3.87674e+07
A0A0C4DH43;P01814	P01814;A0A0C4DH43				2.44213e+06
A0A0J9YX35	A0A0J9YX35				5.77154e+06
A0A0J9YXX1	A0A0J9YXX1				8.49241e+06
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				2.12619e+08
A1L4H1	A1L4H1				2.61837e+06
A2RU67	A2RU67				306490
A5D6W6	A5D6W6				801273
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.8603e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				591560
A6NGN9	A6NGN9				7.83681e+06
A6NL88	A6NL88				944538
A6NLU5	A6NLU5				2.03221e+07
A6NMY6;P07355;P07355-2	A6NMY6;P07355;P07355-2				89961.1
A8MTW9	A8MTW9				2.42032e+06
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				176806
C9JVW0	C9JVW0				3.64636e+06
I3L3R5	I3L3R5				1.46942e+06
O00115;O00115-2	O00115;O00115-2				2.87697e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				3.04617e+07
O00187;O00187-2	O00187;O00187-2				1.23821e+06
O00264	O00264;O15173;O15173-2				2.34047e+06
O00299	O00299				990967
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				2.99086e+06
O00391	O00391;O00391-2				1.98918e+07
O00451	O00451;O00451-2;O00451-3				1.12033e+07
O00461	O00461				1.05573e+07
O00462	O00462				6.39861e+06
O00468-6	O00468-6;O00468-7				1.69841e+07
O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9	O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9				614284
O00533	O00533;O00533-2				2.12641e+08
O00533-2	O00533-2				9.26752e+06
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				796497
O00567	O00567				251052
O00584	O00584				7.76035e+06
O00754;O00754-2	O00754;O00754-2				1.60681e+06
O14498	O14498				4.69024e+07
O14514	O14514				2.51205e+06
