Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/MagKiel_cohort_Sweden_speclib_OBO/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_A1_CSF_670-12.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				1.90117e+08
A0A075B6H9	A0A075B6H9				2.95887e+07
A0A075B6I0	A0A075B6I0				1.06724e+07
A0A075B6I1	A0A075B6I1				2.11903e+06
A0A075B6I9	A0A075B6I9				1.80851e+07
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				1.28456e+06
A0A075B6J9	A0A075B6J9				2.05338e+07
A0A075B6K4	A0A075B6K0;A0A075B6K4				5.16323e+06
A0A075B6K5	A0A075B6K5				1.00608e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				2.1769e+08
A0A075B6R2	A0A075B6R2				1.25268e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				1.2623e+07
A0A075B6S2	A0A075B6S2;A2NJV5				2.25782e+08
A0A075B6S5	A0A075B6S5				2.90843e+06
A0A087WSX0	A0A087WSX0;A0A0G2JS06				8.1173e+06
A0A087WSY6	A0A087WSY6				9.49784e+07
A0A087WW87;P01614	P01614;A0A087WW87				3.05551e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.16759e+08
A0A0A0MS15	A0A0A0MS15				1.18471e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				463963
A0A0A0MT89	A0A0A0MT89				4.9138e+06
A0A0B4J1U7	A0A0B4J1U7				1.01502e+07
A0A0B4J1V0	A0A0B4J1V0				1.27181e+08
A0A0B4J1V2	A0A0B4J1V2				3.29414e+06
A0A0B4J1V6	A0A0B4J1V6				1.57997e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				1.36813e+08
A0A0B4J1Y8	A0A0B4J1Y8				7.29718e+06
A0A0B4J1Y9	A0A0B4J1Y9				2.81248e+06
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				3.2116e+07
A0A0C4DH24	A0A0C4DH24				3.14954e+06
A0A0C4DH25	A0A0C4DH25				1.63472e+07
A0A0C4DH31	A0A0C4DH31				1.57015e+06
A0A0C4DH33	A0A0C4DH33				1.00316e+06
A0A0C4DH34	A0A0C4DH34				1.02719e+07
A0A0C4DH35	A0A0C4DH35				915521
A0A0C4DH36	A0A0C4DH36				9.684e+06
A0A0C4DH38	A0A0C4DH38				1.87816e+07
A0A0C4DH43	A0A0C4DH43				5.40092e+06
A0A0C4DH67	A0A0C4DH67				4.26487e+07
