Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/MagKiel_cohort_Sweden_speclib_OBO/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_F3_CSF_865.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				1.88819e+08
A0A075B6H9	A0A075B6H9				1.96293e+07
A0A075B6I0	A0A075B6I0				3.2296e+07
A0A075B6I1	A0A075B6I1				7.47582e+06
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				862760
A0A075B6J9	A0A075B6J9				1.81685e+06
A0A075B6K2	A0A075B6K2				2.7766e+06
A0A075B6K5	A0A075B6K5				1.34981e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				1.37815e+08
A0A075B6R2	A0A075B6R2				9.81045e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				3.331e+07
A0A075B6S2	A0A075B6S2;A2NJV5				1.98019e+08
A0A075B6S5	A0A075B6S5				3.22389e+06
A0A075B6S6	A0A075B6S6				1.01975e+06
A0A087WSX0	A0A087WSX0;A0A0G2JS06				3.30974e+07
A0A087WSY6	A0A087WSY6				9.61762e+07
A0A087WW87;P01614	P01614;A0A087WW87				1.90235e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.37563e+08
A0A0A0MS15	A0A0A0MS15				2.98987e+07
A0A0A0MT89	A0A0A0MT89				6.99286e+06
A0A0B4J1U7	A0A0B4J1U7				5.07792e+06
A0A0B4J1V0	A0A0B4J1V0				5.00682e+06
A0A0B4J1V2	A0A0B4J1V2				3.98565e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				1.10849e+08
A0A0B4J1Y8	A0A0B4J1Y8				9.06938e+06
A0A0B4J1Y9	A0A0B4J1Y9				1.76312e+08
A0A0C4DH24	A0A0C4DH24				6.49054e+06
A0A0C4DH25	A0A0C4DH25				1.44663e+07
A0A0C4DH29	A0A0C4DH29				214480
A0A0C4DH31	A0A0C4DH31				1.22126e+06
A0A0C4DH33	A0A0C4DH33				1.08392e+06
A0A0C4DH34	A0A0C4DH34				1.40379e+07
A0A0C4DH35	A0A0C4DH35				1.49635e+06
A0A0C4DH36	A0A0C4DH36				1.06123e+07
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				1.49288e+07
A0A0C4DH43	A0A0C4DH43				1.11e+07
A0A0C4DH67	A0A0C4DH67				2.59715e+07
A0A0J9YX35	A0A0J9YX35				4.78721e+06
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				5.90433e+08
A1L4H1	A1L4H1				1.89497e+06
A5D6W6	A5D6W6				734060
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.10685e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				395671
A6NGN9	A6NGN9				8.94495e+06
A6NL88	A6NL88				2.85584e+06
A6NLU5	A6NLU5				8.39063e+06
A6NMY6;P07355;P07355-2	A6NMY6;P07355;P07355-2				604312
A8MTW9	A8MTW9				464793
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				265367
B9A064;P0DOX8	B9A064;P0DOX8				7.19514e+07
C9JVW0	C9JVW0				9.7467e+06
I3L3R5	I3L3R5				617317
O00115;O00115-2	O00115;O00115-2				4.05048e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				1.83077e+07
O00187;O00187-2	O00187;O00187-2				1.28833e+06
O00244	O00244				165880
O00264	O00264;O15173;O15173-2				2.03357e+08
O00299	O00299				508829
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				2.03299e+06
O00391	O00391;O00391-2				1.57172e+07
O00451	O00451;O00451-2;O00451-3				1.24562e+07
O00461	O00461				2.7504e+06
O00462	O00462				7.12866e+06
O00468-6	O00468-6;O00468-7				1.86929e+07
O00533	O00533				5.169e+06
O00533-2	O00533;O00533-2				2.14588e+08
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				623114
O00567	O00567				229958
O00584	O00584				1.3896e+07
O00754;O00754-2	O00754;O00754-2				1.86809e+06
O14498	O14498				4.56421e+07
O14514	O14514				1.30993e+06
O14522	O14522;O14522-1				1.39826e+06
O14594	O14594				8.68837e+07
O14657	O14657				33530.5
O14668;O14668-2	O14668;O14668-2				1.78357e+06
O14672	O14672				6.04788e+06
O14745	O14745				53827.2
O14773	O14773				7.92241e+06
O14786;O14786-2;O14786-3	O14786;O14786-2;O14786-3				6.10201e+06
O14791-2	O14791;O14791-2;O14791-3				4.8875e+06
O14793	O14793				2.90641e+06
O14917;O14917-2	O14917;O14917-2				3.98853e+06
O14960	O14960				605882
O15031	O15031				1.03939e+07
O15041;O15041-2	O15041;O15041-2				118217
O15197;O15197-3	O15197;O15197-3				3.98538e+06
O15204;O15204-2	O15204;O15204-2				533293
O15230	O15230				1.6496e+07
O15232;O15232-2	O15232;O15232-2				113224
O15240	O15240				1.3476e+08
O15335	O15335				2.19807e+06
O15354	O15354				1.2805e+07
O15394	O15394;O15394-2				4.22604e+07
O15466;O15466-2	O15466;O15466-2				512272
O15540;O15540-2	O15540;O15540-2				1.9879e+06
O43155	O43155				410660
O43157	O43157;O43157-2;O43157-3				4.14507e+06
O43173	O43173				2.32595e+06
O43240	O43240				865741
O43278;O43278-2	O43278;O43278-2				2.52007e+06
O43286	O43286				1.20565e+06
O43291	O43291				6.31964e+06
O43300	O43300				2.29962e+06
O43405;O43405-2	O43405;O43405-2				2.14116e+07
O43491;O43491-4	O43491;O43491-2;O43491-3;O43491-4				198156
O43493;O43493-3;O43493-5;O43493-7	O43493;O43493-3;O43493-5;O43493-7				2.8382e+07
O43505	O43505				3.2627e+08
O43508	O43508;O43508-2				607360
O43508-2;O75888;O75888-2;O75888-3;O75888-4;O75888-5	O75888;O75888-3;O43508-2;O75888-2;O75888-4;O75888-5				1.01859e+06
O43529	O43529				2.70332e+06
O43556;O43556-3;O43556-4	O43556;O43556-3;O43556-4				2.25897e+07
O43567	O43567				3.95921e+06
O43581-2;O43581-3;O43581-5	O43581-2;O43581-3;O43581-5				831716
O43827	O43827				2.58535e+06
O43852;O43852-2;O43852-3;O43852-4;O43852-5;O43852-9	O43852;O43852-10;O43852-11;O43852-12;O43852-13;O43852-14;O43852-2;O43852-3;O43852-4;O43852-5;O43852-6;O43852-7;O43852-8;O43852-9				2.27243e+06
O43854;O43854-2	O43854;O43854-2				145648
O43866	O43866				4.6017e+06
O43897;O43897-2	O43897;O43897-2				1.53043e+06
O43909	O43909				154054
O43916	O43916				220698
O60241;O60241-2;O60241-3;O60241-4	O60241;O60241-2;O60241-3;O60241-4				6.94701e+06
O60242	O60242				1.27544e+06
O60243	O60243				1.33292e+06
O60245;O60245-2	O60245;O60245-2				2.45544e+06
O60279	O60279				1.46199e+07
O60291;O60291-2;O60291-3;O60291-4	O60291;O60291-2;O60291-3;O60291-4				2.3518e+06
O60462;O60462-2;O60462-3;O60462-4;O60462-5	O60462;O60462-2;O60462-3;O60462-4;O60462-5;O60462-6				3.69268e+06
O60476	O60476				1.26769e+06
O60477;O60477-3	O60477;O60477-3				520118
O60512	O60512				697299
O60565	O60565				365883
O60568	O60568				9.06039e+06
O60613	O60613				1.04493e+06
O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q5QNW6-2;Q93079;Q96A08;Q99877;Q99879;Q99880	O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880;Q5QNW6-2				2.81858e+06
O60883	O60883				1.47021e+08
O60888-3	O60888;O60888-2;O60888-3				4.55362e+07
O60939	O60939				1.92749e+06
O75019;O75019-2	O75019;O75019-2				1.19481e+06
O75051;O75051-2	O75051;O75051-2				443204
O75063	O75063				1.45932e+06
O75071	O75071				4.25123e+06
O75077;O75077-2;O75077-3	O75077;O75077-2;O75077-3				6.05522e+06
O75078	O75078;O75078-2				2.30621e+06
O75083	O75083;O75083-3				1.64402e+06
O75084;Q14332	O75084;Q14332				607756
O75093;O75093-2	O75093;O94813;O75093-2;O94813-2;O94813-3				2.00671e+07
O75144;O75144-2	O75144;O75144-2;O75144-3				1.89334e+07
O75173;O75173-2	O75173;O75173-2				6.3946e+06
O75223	O75223				370993
O75326	O75326;O75326-2				1.89893e+07
O75339	O75339				574218
O75347	O75347;O75347-2				2.00457e+06
O75354;O75354-2;O75354-3	O75354;O75354-2;O75354-3				712220
O75368	O75368				2.05011e+06
O75487;O75487-2	O75487;O75487-2				931108
O75493	O75493				2.99167e+06
O75503	O75503				3.2249e+06
O75509	O75509				1.83277e+07
O75594	O75594				354666
O75636;O75636-2	O75636;O75636-2				428052
O75711	O75711				1.59143e+08
O75752	O75752				5.8235e+06
O75781;O75781-2	O75781;O75781-2				2.57011e+06
O75787;O75787-2	O75787;O75787-2				7.2577e+06
O75874	O75874				407497
O75882;O75882-2;O75882-3	O75882;O75882-2;O75882-3				1.17533e+07
O75973	O75973				900365
O75976	O75976				780152
O76061	O76061				4.56515e+06
O76070	O76070				1.11218e+06
O94760	O94760;O94760-2				2.42757e+06
