Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/MagKiel_cohort_Sweden_speclib_OBO/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_E12_CSF_146.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				2.34393e+08
A0A075B6H9	A0A075B6H9				1.07924e+07
A0A075B6I0	A0A075B6I0				5.59791e+07
A0A075B6I1	A0A075B6I1				4.05688e+06
A0A075B6I9	A0A075B6I9				1.85953e+07
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				889094
A0A075B6J9	A0A075B6J9				2.07215e+07
A0A075B6K2	A0A075B6K2				1.45764e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				6.75781e+06
A0A075B6K5	A0A075B6K5				1.57396e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				1.63954e+08
A0A075B6Q5	A0A075B6Q5				4.20889e+06
A0A075B6R2	A0A075B6R2				8.86585e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				2.59527e+07
A0A075B6S2	A0A075B6S2;A2NJV5				9.99762e+07
A0A075B6S5	A0A075B6S5				3.32782e+06
A0A087WSX0	A0A087WSX0;A0A0G2JS06				2.34453e+06
A0A087WSY6	A0A087WSY6				1.08229e+08
A0A087WW87;P01614	P01614;A0A087WW87				988773
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.11006e+08
A0A0A0MS15	A0A0A0MS15				1.52417e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				786507
A0A0A0MT89	A0A0A0MT89				8.15306e+06
A0A0B4J1U7	A0A0B4J1U7				2.97446e+07
A0A0B4J1V0	A0A0B4J1V0				1.00724e+08
A0A0B4J1V2	A0A0B4J1V2				3.40143e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				8.6916e+07
A0A0B4J1Y8	A0A0B4J1Y8				1.33097e+06
A0A0B4J1Y9	A0A0B4J1Y9				1.39782e+06
A0A0C4DH24	A0A0C4DH24				7.4074e+06
A0A0C4DH25	A0A0C4DH25				2.95105e+07
A0A0C4DH31	A0A0C4DH31				1.54101e+06
A0A0C4DH33	A0A0C4DH33				848503
A0A0C4DH34	A0A0C4DH34				1.90698e+07
A0A0C4DH35	A0A0C4DH35				3.6652e+06
A0A0C4DH36	A0A0C4DH36				1.25826e+07
A0A0C4DH38	A0A0C4DH38				1.01122e+07
A0A0C4DH43	A0A0C4DH43				1.11899e+07
A0A0C4DH67	A0A0C4DH67				3.91624e+07
A0A0J9YX35	A0A0J9YX35				7.79473e+06
A0A0J9YXX1	A0A0J9YXX1				3.08538e+07
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				5.66943e+08
A1L4H1	A1L4H1				1.46062e+06
A2RU67	A2RU67				275757
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.78339e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				89576
A6NGN9	A6NGN9				6.86122e+06
A6NL88	A6NL88				2.91107e+06
A6NLU5	A6NLU5				6.7698e+06
A6NMY6;P07355;P07355-2	A6NMY6;P07355;P07355-2				575795
C9JVW0	C9JVW0				7.79129e+06
I3L3R5	I3L3R5				450140
O00115;O00115-2	O00115;O00115-2				2.04654e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				1.84799e+07
O00187;O00187-2	O00187;O00187-2				1.14913e+06
O00244	O00244				525871
O00264	O00264;O15173;O15173-2				2.01263e+06
O00299	O00299				358932
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				1.4921e+06
O00391	O00391;O00391-2				1.20242e+07
O00451	O00451;O00451-2;O00451-3				1.0167e+07
O00461	O00461				2.42911e+06
O00462	O00462				5.40649e+06
