Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/MagKiel_cohort_Sweden_speclib_OBO/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_A12_CSF_949-15.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				1.39349e+08
A0A075B6H9	A0A075B6H9				5.66786e+06
A0A075B6I0	A0A075B6I0				7.45174e+06
A0A075B6J9	A0A075B6J9				1.12286e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				2.50144e+06
A0A075B6K5	A0A075B6K5				3.31103e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				5.95732e+07
A0A075B6R2	A0A075B6R2				4.99548e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				1.30096e+07
A0A075B6S2	A0A075B6S2;A2NJV5				9.94012e+07
A0A075B6S5	A0A075B6S5				2.73639e+06
A0A087WSX0	A0A087WSX0;A0A0G2JS06				2.27622e+06
A0A087WSY4	A0A087WSY4				3.14332e+06
A0A087WSY6	A0A087WSY6				7.73063e+07
A0A087WW87;P01614	P01614;A0A087WW87				2.33616e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				5.80814e+07
A0A0A0MS15	A0A0A0MS15				1.15929e+07
A0A0A0MT89	A0A0A0MT89				1.28132e+06
A0A0B4J1U7	A0A0B4J1U7				1.46807e+07
A0A0B4J1V0	A0A0B4J1V0				1.03673e+08
A0A0B4J1V2	A0A0B4J1V2				5.01214e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				6.60753e+07
A0A0B4J1Y8	A0A0B4J1Y8				4.49105e+06
A0A0C4DH24	A0A0C4DH24				1.31135e+06
A0A0C4DH25	A0A0C4DH25				1.71005e+07
A0A0C4DH33	A0A0C4DH33				692737
A0A0C4DH34	A0A0C4DH34				6.42469e+06
A0A0C4DH36	A0A0C4DH36				4.25934e+06
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				1.69242e+07
A0A0C4DH43	A0A0C4DH43				1.24508e+07
A0A0C4DH67	A0A0C4DH67				1.32364e+07
A0A0C4DH72;A0A0C4DH73;P01597;P01611;P04432	P01597;P01611;P04432;A0A0C4DH72;A0A0C4DH73				1.63588e+07
A0A0J9YX35	A0A0J9YX35				4.87863e+06
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				2.3883e+08
A1L4H1	A1L4H1				2.90265e+06
A2RU67	A2RU67				330252
A5D6W6	A5D6W6				1.3414e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.34283e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				542009
A6NGN9	A6NGN9				1.13486e+07
A6NL88	A6NL88				2.15448e+06
A6NLU5	A6NLU5				2.70245e+07
A6NMY6;P07355;P07355-2	A6NMY6;P07355;P07355-2				462428
A8MTW9	A8MTW9				1.62184e+06
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				589717
C9JVW0	C9JVW0				1.18955e+07
E2RYF7	E2RYF7				1.18308e+06
I3L3R5	I3L3R5				2.53343e+06
O00115;O00115-2	O00115;O00115-2				4.29908e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				2.80264e+07
O00187;O00187-2	O00187;O00187-2				1.62874e+06
O00244	O00244				1.00249e+06
O00264	O00264;O15173;O15173-2				1.70953e+08
O00299	O00299				1.29748e+06
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				2.86298e+06
O00391	O00391;O00391-2				1.7959e+07
O00451	O00451;O00451-2;O00451-3				2.17262e+07
O00461	O00461				6.67336e+06
O00462	O00462				8.04113e+06
O00468-6	O00468-6;O00468-7				2.25674e+07
O00469;O00469-2;O00469-3	O00469;O00469-2;O00469-3				268123
O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9	O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9				251763
O00533	O00533;O00533-2				2.49382e+08
O00533-2	O00533-2				1.02696e+07
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				1.28209e+06
O00567	O00567				395545
O00584	O00584				2.26024e+07
O00754;O00754-2	O00754;O00754-2				2.27157e+06
O14498	O14498				4.23744e+07
O14514	O14514				3.68393e+06
O14522	O14522;O14522-1				1.43394e+06
O14525;O14525-2;O14525-3	O14525;O14525-2;O14525-3				1.07033e+06
O14594	O14594				1.58057e+08
O14657	O14657				42522.9
O14668;O14668-2	O14668;O14668-2				3.32715e+06
O14672	O14672				5.03517e+06
O14737;O14737-2	O14737;O14737-2				148385
O14745	O14745				126488
O14773	O14773				1.31875e+07
O14786	O14786;O14786-2;O14786-3				7.61677e+06
O14791-2	O14791;O14791-2;O14791-3				3.03052e+07
O14793	O14793				3.11662e+06
O14810	O14810				316031
O14917;O14917-2	O14917;O14917-2				6.0234e+06
O15031	O15031				1.41755e+07
O15041;O15041-2	O15041;O15041-2				568110
O15197;O15197-3	O15197;O15197-3				8.87314e+06
O15204;O15204-2	O15204;O15204-2				1.45689e+06
O15230	O15230				2.38954e+06
O15232;O15232-2	O15232;O15232-2				3.04438e+06
O15240	O15240				1.69989e+08
O15335	O15335				5.21409e+06
O15354	O15354				2.78548e+07
O15394	O15394;O15394-2				6.31274e+07
O15400;O15400-2	O15400;O15400-2				1.85237e+06
O15466;O15466-2	O15466;O15466-2				2.43904e+06
O15540;O15540-2	O15540;O15540-2				3.48743e+06
O43155	O43155				901649
O43157	O43157;O43157-2;O43157-3				5.06258e+06
O43173	O43173				4.88363e+06
O43240	O43240				1.2694e+06
O43278;O43278-2	O43278;O43278-2				2.88101e+06
O43286	O43286				1.99506e+06
O43291	O43291				7.1971e+06
O43300	O43300				3.84392e+06
O43405	O43405;O43405-2				9.3251e+06
O43491;O43491-4	O43491;O43491-4				288509
O43493;O43493-3;O43493-5;O43493-7	O43493;O43493-3;O43493-5;O43493-4;O43493-6;O43493-7				3.46621e+07
O43504	O43504				1.45141e+06
O43505	O43505				7.64998e+08
O43508	O43508				1.30904e+06
O43508-2	O75888;O43508-2;O75888-2;O75888-4;O75888-5				2.34512e+06
O43529	O43529				9.76276e+06
O43556;O43556-3;O43556-4	O43556;O43556-3;O43556-4				1.58941e+07
O43567	O43567				3.74511e+06
O43581-2;O43581-3;O43581-5	O43581-2;O43581-3;O43581-5				890371
O43736;O43736-2	O43736;O43736-2				397174
O43827	O43827				9.503e+06
O43852;O43852-2;O43852-3;O43852-4;O43852-5;O43852-9	O43852;O43852-10;O43852-11;O43852-12;O43852-13;O43852-14;O43852-2;O43852-3;O43852-4;O43852-5;O43852-6;O43852-7;O43852-8;O43852-9				2.46798e+06
O43854;O43854-2	O43854;O43854-2				369223
O43866	O43866				1.80688e+06
