Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/MagKiel_cohort_Sweden_speclib_OBO/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_C12_CSF_1299-14.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				3.43814e+08
A0A075B6H9	A0A075B6H9				3.0919e+06
A0A075B6I0	A0A075B6I0				2.58502e+07
A0A075B6I1	A0A075B6I1				1.66128e+06
A0A075B6J9	P01699;P01700;P01706;P01709;P01721;P01703;A0A075B6J9;P0DOX8				1.33269e+07
A0A075B6K4	A0A075B6K0;A0A075B6K4				2.28445e+06
A0A075B6K5	A0A075B6K5				5.62462e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				1.58565e+08
A0A075B6Q5	A0A075B6Q5				7.97548e+06
A0A075B6R2	A0A075B6R2				722587
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				4.03593e+07
A0A075B6S2	A0A075B6S2;A2NJV5				2.46314e+08
A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				3.78579e+07
A0A087WSX0	A0A087WSX0;A0A0G2JS06				5.28111e+06
A0A087WSY4	A0A087WSY4				7.45882e+06
A0A087WSY6	A0A087WSY6				1.49888e+07
A0A087WW87;P01614	P01614;A0A087WW87				3.05622e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				3.15017e+08
A0A0A0MS15	A0A0A0MS15				3.93667e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				345332
A0A0A0MT89	A0A0A0MT89				1.38289e+07
A0A0B4J1U7	A0A0B4J1U7				1.20841e+07
A0A0B4J1V0	A0A0B4J1V0				5.1579e+06
A0A0B4J1V2	A0A0B4J1V2				4.86278e+06
A0A0B4J1V6	A0A0B4J1V6				1.78424e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				1.6451e+08
A0A0B4J1Y8	A0A0B4J1Y8				5.59666e+06
A0A0B4J1Y9	A0A0B4J1Y9				3.40469e+08
A0A0C4DH24	A0A0C4DH24				1.15334e+06
A0A0C4DH25	A0A0C4DH25				2.54578e+07
A0A0C4DH31	A0A0C4DH31				8.47893e+06
A0A0C4DH33	A0A0C4DH33				1.01647e+06
A0A0C4DH34	A0A0C4DH34				1.02843e+07
A0A0C4DH35	A0A0C4DH35				2.14036e+06
A0A0C4DH36	A0A0C4DH36				2.13548e+07
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				1.18549e+07
A0A0C4DH41;P01824;P01825;P06331;P0DP06;P0DP08	P01824;P01825;P06331;A0A0C4DH41;P0DP06;P0DP08				2.47551e+07
A0A0C4DH43	A0A0C4DH43				5.81583e+07
A0A0C4DH67	A0A0C4DH67;A0A0C4DH69				2.75048e+06
A0A0C4DH72	P01599;A0A0C4DH72				3.90104e+07
A0A0J9YX35	A0A0J9YX35				1.9821e+07
A0A0J9YXX1	A0A0J9YXX1				2.80034e+07
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				1.3681e+08
A1L4H1	A1L4H1				1.84443e+06
A2RU67	A2RU67				342781
A5D6W6	A5D6W6				935501
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.51666e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				611040
A6NGN9	A6NGN9				6.97152e+06
A6NL88	A6NL88				1.74137e+06
A6NLU5	A6NLU5				1.99472e+07
A6NMY6;P07355;P07355-2	A6NMY6;P07355;P07355-2				337670
A8MTW9	A8MTW9				2.3756e+06
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				195078
B9A064;P0DOX8	B9A064;P0DOX8				7.03615e+07
C9JVW0	C9JVW0				3.11286e+06
E2RYF7	E2RYF7				970621
I3L3R5	I3L3R5				1.58394e+06
O00115;O00115-2	O00115;O00115-2				2.38948e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				3.12503e+07
O00187;O00187-2	O00187;O00187-2				1.54197e+06
O00264	O00264;O15173;O15173-2				2.4606e+06
O00299	O00299				1.21403e+06
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				1.48916e+06
O00391	O00391;O00391-2				1.31506e+07
O00451	O00451;O00451-2;O00451-3				1.6471e+07
O00461	O00461				4.5402e+06
O00462	O00462				6.75584e+06
O00468-6	O00468-6;O00468-7				1.99472e+07
O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9	O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9				83666.5
O00533	O00533				9.24596e+06
O00533-2	O00533;O00533-2				2.23913e+08
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				1.01593e+06
O00567	O00567				281758
O00584	O00584				8.25341e+06
O00754;O00754-2	O00754;O00754-2				1.62731e+06
O14498	O14498				6.90831e+07
O14514	O14514				3.27358e+06
O14522	O14522;O14522-1				1.13395e+06
O14525;O14525-2;O14525-3	O14525;O14525-2;O14525-3				266948
O14594	O14594				1.31677e+08
O14657	O14657				152602
O14668;O14668-2	O14668;O14668-2				707862
O14672	O14672				3.44037e+06
O14737;O14737-2	O14737;O14737-2				94288.3
O14745	O14745				114958
O14773	O14773				6.15683e+06
O14786	O14786;O14786-2;O14786-3				5.08092e+06
O14791-2	O14791;O14791-2;O14791-3				1.81807e+07
O14793	O14793				1.97736e+06
O14917;O14917-2	O14917;O14917-2				3.70449e+06
O14960	O14960				450692
O15031	O15031				1.28788e+07
O15041;O15041-2	O15041;O15041-2				298650
O15197;O15197-3	O15197;O15197-3				5.85533e+06
O15230	O15230				4.57305e+06
O15232;O15232-2	O15232;O15232-2				1.86779e+06
O15240	O15240				1.39603e+08
O15335	O15335				2.55092e+06
O15354	O15354				2.14413e+07
O15394	O15394;O15394-2				3.73962e+07
O15400;O15400-2	O15400;O15400-2				513066
O15466;O15466-2	O15466;O15466-2				1.29693e+06
O15540;O15540-2	O15540;O15540-2				1.60227e+06
O43155	O43155				1.30076e+06
O43157	O43157;O43157-2;O43157-3				3.12539e+06
O43173	O43173				4.50013e+06
O43240	O43240				774384
O43278;O43278-2	O43278;O43278-2				1.80399e+06
O43286	O43286				1.64242e+06
O43291	O43291				6.04611e+06
O43300	O43300				2.39451e+06
O43405;O43405-2	O43405;O43405-2				1.84692e+07
O43491;O43491-4	O43491;O43491-4				1.43429e+06
O43493;O43493-3;O43493-5;O43493-7	O43493;O43493-3;O43493-5;O43493-7				2.53334e+07
O43505	O43505				3.88967e+08
O43508	O43508;O43508-2				2.23489e+06
