Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/MagKiel_cohort_Sweden_speclib_OBO/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_C2_CSF_1239-14.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				1.13238e+08
A0A075B6H9	A0A075B6H9				1.63508e+07
A0A075B6I0	A0A075B6I0				2.47489e+07
A0A075B6I1	A0A075B6I1				3.54734e+06
A0A075B6I9;P04211	P04211;A0A075B6I9				1.80168e+07
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				878169
A0A075B6J9	A0A075B6J9				2.17114e+07
A0A075B6K4	A0A075B6K0;A0A075B6K4				4.49581e+06
A0A075B6K5	A0A075B6K5				8.83091e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				7.20125e+07
A0A075B6R2	A0A075B6R2				1.4296e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				8.73158e+06
A0A075B6S2	A0A075B6S2;A2NJV5				1.20341e+08
A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				3.16231e+07
A0A087WSX0	A0A087WSX0;A0A0G2JS06				5.85579e+06
A0A087WSY6	A0A087WSY6				6.39357e+07
A0A087WW87;P01614	P01614;A0A087WW87				2.74333e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.81208e+08
A0A0A0MS15	A0A0A0MS15				2.50131e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				377123
A0A0A0MT89	A0A0A0MT89				1.7829e+07
A0A0B4J1U7	A0A0B4J1U7				1.96095e+07
A0A0B4J1V0	A0A0B4J1V0				1.51209e+08
A0A0B4J1V2	A0A0B4J1V2				5.24707e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				7.00217e+07
A0A0B4J1Y8	A0A0B4J1Y8				1.12501e+07
A0A0B4J1Y9	A0A0B4J1Y9				1.19999e+06
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				800746
A0A0C4DH24	A0A0C4DH24				4.68438e+06
A0A0C4DH25	A0A0C4DH25				3.58684e+07
A0A0C4DH31	A0A0C4DH31				2.37741e+06
A0A0C4DH33	A0A0C4DH33				843284
A0A0C4DH34	A0A0C4DH34				1.54242e+07
A0A0C4DH35	A0A0C4DH35				1.91114e+06
A0A0C4DH36	A0A0C4DH36				3.7877e+06
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				8.65807e+06
A0A0C4DH43	A0A0C4DH43				2.20622e+07
A0A0C4DH67	A0A0C4DH67				2.43022e+06
A0A0J9YX35	A0A0J9YX35				6.30412e+06
A0A0J9YXX1	A0A0J9YXX1				2.63809e+06
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				3.49518e+08
A1L4H1	A1L4H1				2.08727e+06
A2RU67	A2RU67				193882
A5D6W6	A5D6W6				1.61422e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.61089e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				850266
A6NGN9	A6NGN9				9.97396e+06
A6NL88	A6NL88				2.6885e+06
A6NLU5	A6NLU5				1.71872e+07
A6NMY6;P07355;P07355-2	A6NMY6;P07355;P07355-2				724608
A8MTW9	A8MTW9				2.25892e+06
B1AJZ9;B1AJZ9-4	B1AJZ9;B1AJZ9-4				846102
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				283834
C9JVW0	C9JVW0				1.24854e+07
I3L3R5	I3L3R5				1.12787e+06
O00115;O00115-2	O00115;O00115-2				5.25416e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				3.23517e+07
O00187;O00187-2	O00187;O00187-2				1.31173e+06
O00244	O00244				926805
O00264	O00264;O15173;O15173-2				1.99077e+08
O00299	O00299				981389
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				1.50446e+06
O00391	O00391;O00391-2				1.96264e+07
O00451	O00451;O00451-2;O00451-3				1.50239e+07
O00461	O00461				6.27293e+06
O00462	O00462				7.63728e+06
O00468-6	O00468-6;O00468-7				2.15547e+07
O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9	O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9				193376
O00533	O00533				9.86492e+06
O00533-2	O00533;O00533-2				2.1996e+08
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				1.03764e+06
O00567	O00567				247837
O00584	O00584				2.15021e+07
O00754;O00754-2	O00754;O00754-2				2.00861e+06
O14498	O14498				4.28205e+07
O14514	O14514				3.6252e+06
O14522;O14522-1	O14522;O14522-1				669111
O14525;O14525-2;O14525-3	O14525;O14525-2;O14525-3				1.01106e+06
O14594	O14594				7.43311e+07
O14668;O14668-2	O14668;O14668-2				4.12124e+06
O14672	O14672				3.88117e+06
O14737;O14737-2	O14737;O14737-2				80630.6
O14745	O14745				163247
O14773	O14773				8.58618e+06
O14786	O14786;O14786-2;O14786-3				8.17354e+06
O14791-2	O14791;O14791-2;O14791-3				7.32552e+06
O14793	O14793				2.11278e+06
O14810	O14810				365666
O14917;O14917-2	O14917;O14917-2				4.47922e+06
O15031	O15031				1.54365e+07
O15041;O15041-2	O15041;O15041-2				436504
O15126;O15126-2	O15126;O15126-2				1.22415e+06
O15197;O15197-3	O15197;O15197-3				5.19044e+06
O15204;O15204-2	O15204;O15204-2				1.20498e+06
O15230	O15230				1.81441e+06
O15232;O15232-2	O15232;O15232-2				2.08136e+06
O15240	O15240				1.41082e+08
O15335	O15335				4.39078e+06
O15354	O15354				2.68833e+07
O15394	O15394;O15394-2				5.68447e+07
O15400;O15400-2	O15400;O15400-2				1.59584e+06
O15466;O15466-2	O15466;O15466-2				2.41582e+06
O15540;O15540-2	O15540;O15540-2				1.79914e+06
O43155	O43155				549056
O43157	O43157;O43157-2;O43157-3				5.13435e+06
O43173	O43173				3.42996e+06
O43240	O43240				1.28981e+06
O43278;O43278-2	O43278;O43278-2				2.40649e+06
O43286	O43286				2.17503e+06
O43291	O43291				1.06712e+07
O43300	O43300				3.23045e+06
O43405	O43405;O43405-2				3.7305e+07
O43491;O43491-4	O43491;O43491-4				307568
O43493;O43493-3;O43493-5;O43493-7	O43493;O43493-3;O43493-5;O43493-4;O43493-6;O43493-7				1.86975e+07
O43504	O43504				919344
O43505	O43505				4.50935e+08
O43508	O43508				793212
O43508-2;O75888;O75888-2;O75888-4;O75888-5	O75888;O43508-2;O75888-2;O75888-4;O75888-5				1.99475e+06
O43529	O43529				5.85051e+06
O43556;O43556-3;O43556-4	O43556;O43556-3;O43556-4				1.18637e+07
O43567	O43567				9.34228e+07
O43581-2;O43581-3;O43581-5	O43581-2;O43581-3;O43581-5				3.16573e+06
O43736;O43736-2	O43736;O43736-2				1.32079e+06
O43827	O43827				4.79344e+06
O43852;O43852-2;O43852-3;O43852-4;O43852-5;O43852-9	O43852;O43852-10;O43852-11;O43852-12;O43852-13;O43852-14;O43852-2;O43852-3;O43852-4;O43852-5;O43852-6;O43852-7;O43852-8;O43852-9				3.00555e+06
O43854;O43854-2	O43854;O43854-2				125473
O43866	O43866				1.47724e+06
O43897;O43897-2	O43897;O43897-2				1.44527e+06
O43909	O43909				464036
O43916	O43916				1.21355e+06
O60241;O60241-2;O60241-3;O60241-4	O60241;O60241-2;O60241-3;O60241-4				9.38099e+06
O60242	O60242				2.5632e+06
O60243	O60243				2.8323e+06
O60245;O60245-2	O60245;O60245-2				3.23192e+06
O60279	O60279				1.52122e+07
O60291;O60291-2;O60291-3;O60291-4	O60291;O60291-2;O60291-3;O60291-4				2.43878e+06
O60294	O60294				700003
O60449;O60449-2;O60449-3	O60449;O60449-2;O60449-3				1.05557e+06
O60462;O60462-2;O60462-3;O60462-4;O60462-5	O60462;O60462-2;O60462-3;O60462-4;O60462-5;O60462-6				6.32032e+06
O60476	O60476				2.62656e+06
O60477;O60477-3	O60477;Q76B58;O60477-3;Q76B58-2				251809
O60512	O60512				952304
O60565	O60565				280259
O60568	O60568				3.42702e+06
O60613	O60613				2.25967e+06
O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q5QNW6-2;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880	O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880;Q5QNW6-2				1.27288e+06
O60883	O60883				2.06039e+08
O60888-3	O60888;O60888-2;O60888-3				6.50451e+07
O60939	O60939				3.24492e+06
O75019;O75019-2	O75019;O75019-2				1.38021e+06
O75051;O75051-2	O75051;O75051-2				650831
O75063	O75063				2.0062e+06
O75071	O75071				6.271e+06
O75077;O75077-2;O75077-3	O75077;O75077-2;O75077-3				3.01564e+06
O75078	O75078;O75078-2				3.4409e+06
O75083	O75083;O75083-3				4.57222e+06
O75084;Q14332	O75084;Q14332				773145
O75144;O75144-2	O75144;O75144-2;O75144-3				3.46384e+07
O75173;O75173-2	O75173;O75173-2				6.78812e+06
O75223	O75223				1.28004e+06
O75326	O75326;O75326-2				2.98757e+07
O75347	O75347;O75347-2				2.54022e+06
O75354;O75354-2;O75354-3	O75354;O75354-2;O75354-3				1.04225e+06
O75363;O75363-2	O75363;O75363-2				177785
O75368	O75368				4.1537e+06
O75487	O75487;O75487-2				1.7247e+06
O75493	O75493				2.3303e+07
O75503	O75503				3.88889e+06
O75509	O75509				2.50027e+07
O75594	O75594				469814
O75629	O75629				1.74117e+06
O75636;O75636-2	O75636;O75636-2				789781
O75711	O75711				2.55572e+08
O75752	O75752				4.74268e+06
O75781;O75781-2	O75781;O75781-2				1.67835e+06
O75787;O75787-2	O75787;O75787-2				2.25554e+07
O75828	O75828				2.53112e+06
O75874	O75874				8.37087e+06
O75882;O75882-2;O75882-3	O75882;O75882-2;O75882-3				1.08124e+07
O75973	O75973				784970
O75976	O75976				1.51884e+06
O76061	O76061				4.00462e+06
O76070	O76070				1.30839e+06
O94760	O94760				3.70091e+06
O94766	O94766;Q9NPZ5				1.62947e+06
O94769	O94769;O94769-2				1.53132e+07
O94772;O94772-2	O94772;O94772-2				1.1996e+08
O94779;O94779-2	O94779;O94779-2				691369
O94856-11	O94856;O94856-10;O94856-11;O94856-12;O94856-13;O94856-3;O94856-4;O94856-5;O94856-6;O94856-7;O94856-8;O94856-9				4.09806e+07
O94856-12;O94856-4;O94856-9	O94856-12;O94856-4;O94856-9				3.12148e+06
O94910	O94910;O94910-2				6.19322e+06
O94919	O94919				3.16294e+07
O94933	O94933				895931
O94973;O94973-2	O94973;O94973-2				375745
O94985	O94985				3.35655e+06
O94985-2	O94985;O94985-2				2.61895e+08
O94991	O94991;O94991-2				5.31896e+06
O95084;O95084-2	O95084;O95084-2				2.3513e+06
O95157	O95157				1.53122e+06
O95158	O95158				2.25401e+07
O95159	O95159				1.45918e+06
O95164	O95164				252084
O95185;O95185-2	O95185;O95185-2				2.40261e+06
O95196;O95196-2	O95196;O95196-2				1.20439e+07
O95206;O95206-2	O95206;O95206-2				2.88713e+06
O95297;O95297-2;O95297-3	O95297;O95297-2;O95297-3;O95297-4				881369
O95336	O95336				366987
O95390	O95390				2.89252e+06
O95428;O95428-5;O95428-6	O95428;O95428-3;O95428-4;O95428-5;O95428-6				5.20363e+06
O95445	O95445;O95445-2				8.92707e+06
O95450;O95450-2	O95450;O95450-2				2.31203e+06
O95467	O95467				1.06311e+06
O95490;O95490-2;O95490-3;O95490-4;O95490-5;O95490-6;O95490-7	O95490;O95490-2;O95490-3;O95490-4;O95490-5;O95490-6;O95490-7				805654
O95497	O95497				1.03978e+06
O95502	O95502				1.09445e+08
O95633;O95633-2	O95633;O95633-2				2.88748e+06
O95841	O95841				934124
