Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/MagKiel_cohort_Sweden_speclib_OBO/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_B4_CSF_582-14.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				1.59954e+08
A0A075B6H9	A0A075B6H9				1.03091e+07
A0A075B6I0	A0A075B6I0				2.02276e+07
A0A075B6I1	A0A075B6I1				243390
A0A075B6J9	A0A075B6J9				1.4624e+07
A0A075B6K2	A0A075B6K2				964749
A0A075B6K4	A0A075B6K0;A0A075B6K4				915184
A0A075B6K5	A0A075B6K5				2.11786e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				7.51463e+07
A0A075B6R2	A0A075B6R2				5.27006e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				2.05673e+07
A0A075B6S2	A0A075B6S2;A2NJV5				1.09922e+08
A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				2.55879e+07
A0A087WSX0	A0A087WSX0;A0A0G2JS06				3.00563e+06
A0A087WSY6	A0A087WSY6				6.87663e+07
A0A087WW87;P01614	P01614;A0A087WW87				1.84818e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				2.54371e+08
A0A0A0MS15	A0A0A0MS15				4.38904e+06
A0A0B4J1U7	A0A0B4J1U7				5.43055e+06
A0A0B4J1V0	A0A0B4J1V0				1.31983e+08
A0A0B4J1V2	A0A0B4J1V2				4.32891e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				8.55643e+07
A0A0B4J1Y8	A0A0B4J1Y8				9.94736e+06
A0A0C4DH25	A0A0C4DH25				1.84181e+07
A0A0C4DH29	A0A0C4DH29				508329
A0A0C4DH31	A0A0C4DH31				1.08219e+06
A0A0C4DH33	A0A0C4DH33				7.68447e+07
A0A0C4DH34	A0A0C4DH34				5.89173e+06
A0A0C4DH35	A0A0C4DH35				2.25073e+06
A0A0C4DH36	A0A0C4DH36				3.61091e+06
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				2.8052e+07
A0A0C4DH41;P01824;P01825;P06331;P0DP06;P0DP08	P01824;P01825;P06331;A0A0C4DH41;P0DP06;P0DP08				2.44507e+07
