Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/MagKiel_cohort_Sweden_speclib_OBO/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_C11_CSF_986-14.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				2.92859e+08
A0A075B6H9	A0A075B6H9				3.57405e+07
A0A075B6I0	A0A075B6I0				5.9794e+07
A0A075B6I1	A0A075B6I1				2.59504e+07
A0A075B6I9	A0A075B6I9				2.37906e+07
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				2.79397e+06
A0A075B6J9	A0A075B6J9				2.83524e+07
A0A075B6K4	A0A075B6K0;A0A075B6K4				5.04911e+06
A0A075B6K5	A0A075B6K5				9.73119e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				2.38475e+08
A0A075B6Q5	A0A075B6Q5				6.92972e+06
A0A075B6R2	A0A075B6R2				1.38848e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				1.64539e+07
A0A075B6S5	A0A075B6S5				2.93065e+06
A0A075B6S6	A0A075B6S6				1.29104e+06
A0A087WSX0	A0A087WSX0;A0A0G2JS06				4.3541e+06
A0A087WSY4	A0A087WSY4				7.00499e+06
A0A087WSY6	A0A087WSY6				1.12561e+08
A0A087WW87;P01614	P01614;A0A087WW87				2.79112e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.06637e+08
A0A0A0MS15	A0A0A0MS15				1.65488e+07
A0A0B4J1U7	A0A0B4J1U7				7.78775e+06
A0A0B4J1V0	A0A0B4J1V0				2.04224e+08
A0A0B4J1V2	A0A0B4J1V2				7.11935e+06
A0A0B4J1V6	A0A0B4J1V6				807584
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				8.00441e+07
A0A0B4J1Y8	A0A0B4J1Y8				4.53424e+06
A0A0B4J1Y9	A0A0B4J1Y9				4.02316e+06
A0A0C4DH24	A0A0C4DH24				5.56882e+06
A0A0C4DH25	A0A0C4DH25				1.98133e+07
A0A0C4DH31	A0A0C4DH31				1.08565e+06
A0A0C4DH33	A0A0C4DH33				836379
A0A0C4DH34	A0A0C4DH34				1.01051e+07
A0A0C4DH35	A0A0C4DH35				3.90993e+06
A0A0C4DH36	A0A0C4DH36				5.51797e+06
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				3.92508e+07
A0A0C4DH43	A0A0C4DH43				9.86694e+06
A0A0C4DH67	A0A0C4DH67				2.78218e+07
A0A0J9YX35	A0A0J9YX35				7.6127e+06
A0A0J9YXX1	A0A0J9YXX1				2.06414e+07
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				4.01921e+08
A1L4H1	A1L4H1				2.5638e+06
A2NJV5	A0A075B6S2;A2NJV5				2.29859e+08
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				849024
A6NCE7;Q9GZQ8	Q9GZQ8;Q9H492;A6NCE7;Q9H492-2				460271
A6NGN9	A6NGN9				5.71017e+06
A6NL88	A6NL88				2.07884e+06
A6NLU5	A6NLU5				2.88468e+06
A6NMY6;P07355;P07355-2	A6NMY6;P07355;P07355-2				166260
A8MTW9	A8MTW9				1.58161e+06
B9A064;P0DOX8	B9A064;P0DOX8				3.30689e+08
C9JVW0	C9JVW0				5.07287e+06
E2RYF7	E2RYF7				1.01254e+06
I3L3R5	I3L3R5				542232
O00115;O00115-2	O00115;O00115-2				3.36922e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				1.37018e+07
O00187;O00187-2	O00187;O00187-2				787108
O00264	O00264;O15173;O15173-2				1.30052e+06
O00299	O00299				256248
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				1.82243e+06
O00391	O00391;O00391-2				1.10068e+07
O00451	O00451;O00451-2;O00451-3				5.41101e+06
O00461	O00461				1.94797e+06
O00462	O00462				6.77781e+06
O00468-6	O00468-6;O00468-7				1.3688e+07
O00533	O00533;O00533-2				9.5956e+07
O00533-2	O00533-2				7.01218e+06
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				304052
O00567	O00567				118249
O00584	O00584				1.27649e+07
O00754;O00754-2	O00754;O00754-2				1.92991e+06
O14498	O14498				1.79646e+07
O14514	O14514				996990
O14522;O14522-1	O14522;O14522-1				353930
O14594	O14594				8.01908e+07
O14668;O14668-2	O14668;O14668-2				2.42125e+06
O14672	O14672				3.9874e+06
O14745	O14745				75691.2
O14773	O14773				6.45349e+06
O14786;O14786-2;O14786-3	O14786;O14786-2;O14786-3				3.78414e+06
O14791-2	O14791;O14791-2;O14791-3				8.98272e+06
O14793	O14793				2.48302e+06
O14917;O14917-2	O14917;O14917-2				2.32287e+06
O14960	O14960				198227
O15031	O15031				1.30259e+07
O15197;O15197-3	O15197;O15197-3				2.34449e+06
O15204;O15204-2	O15204;O15204-2				1.25511e+06
O15230	O15230				571286
O15232;O15232-2	O15232;O15232-2				846700
O15240	O15240				5.05918e+07
O15335	O15335				1.60683e+06
O15354	O15354				1.11675e+07
O15394	O15394;O15394-2				1.77298e+07
O15466;O15466-2	O15466;O15466-2				660921
O15540;O15540-2	O15540;O15540-2				1.38372e+06
O43157	O43157;O43157-2;O43157-3				961088
O43173	O43173				1.23141e+06
O43240	O43240				662184
O43278;O43278-2	O43278;O43278-2				3.14774e+06
O43286	O43286				1.15032e+06
O43291	O43291				4.74926e+06
O43300	O43300				633765
O43405	O43405;O43405-2				1.53578e+07
O43493;O43493-3;O43493-5;O43493-7	O43493;O43493-3;O43493-5;O43493-7				2.34072e+07
O43505	O43505				2.27376e+08
O43508	O43508;O43508-2				399028
O43508-2;O75888;O75888-2;O75888-4;O75888-5	O75888;O43508-2;O75888-2;O75888-4;O75888-5				1.25862e+06
O43529	O43529				2.92063e+06
O43556;O43556-3;O43556-4	O43556;O43556-3;O43556-4				8.16922e+06
O43567	O43567				5.02946e+06
O43581-2;O43581-3;O43581-5	O43581-2;O43581-3;O43581-5				339568
O43827	O43827				1.96609e+06
O43852;O43852-2;O43852-3;O43852-4;O43852-5;O43852-9	O43852;O43852-10;O43852-11;O43852-12;O43852-13;O43852-14;O43852-2;O43852-3;O43852-4;O43852-5;O43852-6;O43852-7;O43852-8;O43852-9				512521
O43854;O43854-2	O43854;O43854-2				154000
O43866	O43866				1.61902e+06
O43897;O43897-2	O43897;O43897-2				1.0914e+06
O43909	O43909				181354
O60241;O60241-2;O60241-3;O60241-4	O60241;O60241-2;O60241-3;O60241-4				1.91391e+06
O60242	O60242				611185
O60243	O60243				1.38364e+06
O60245;O60245-2	O60245;O60245-2				1.58906e+06
O60279	O60279				9.26503e+06
O60449;O60449-2;O60449-3	O60449;O60449-2;O60449-3				479412
O60462;O60462-2;O60462-3;O60462-4;O60462-5	O60462;O60462-2;O60462-3;O60462-4;O60462-5;O60462-6				3.17431e+07
O60476	O60476				1.7068e+06
O60565	O60565				347105
O60568	O60568				1.64312e+06
O60613	O60613				908689
O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q5QNW6-2;Q93079;Q96A08;Q99877;Q99879;Q99880	O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880;A0A2R8Y619;Q5QNW6-2				671226
O60883	O60883				7.92727e+07
O60888-3	O60888;O60888-2;O60888-3				8.81743e+06
O60939	O60939				1.64699e+06
O75019;O75019-2	O75019;O75019-2				890720
O75063	O75063				1.16141e+06
O75071	O75071				3.30738e+06
O75077;O75077-2;O75077-3	O75077;O75077-2;O75077-3				3.69818e+06
O75078	O75078;O75078-2				2.79171e+06
O75083	O75083;O75083-3				1.3102e+06
O75084;Q14332	O75084;Q14332				390342
O75093	O75093				1.14578e+07
O75144;O75144-2	O75144;O75144-2;O75144-3				9.50766e+06
O75173;O75173-2	O75173;O75173-2				1.07356e+07
O75223	O75223				94753.6
O75326	O75326;O75326-2				1.58253e+07
O75339	O75339				564818
O75354;O75354-2;O75354-3	O75354;O75354-2;O75354-3				899806
O75368	O75368				1.29181e+06
O75493	O75493				2.07677e+06
O75503	O75503				2.47146e+06
O75509	O75509				7.46189e+06
O75629	O75629				537962
O75636;O75636-2	O75636;O75636-2				1.09591e+06
O75711	O75711				1.0828e+08
O75752	O75752				5.22598e+06
O75781;O75781-2	O75781;O75781-2				1.00196e+06
O75787;O75787-2	O75787;O75787-2				1.21892e+07
O75874	O75874				637917
O75882;O75882-2;O75882-3	O75882;O75882-2;O75882-3				8.09007e+06
O75973	O75973				324323
O75976	O75976;O75976-2				1.27913e+06
O76061	O76061				3.13971e+06
O76070	O76070;Q16143				675380
O94760	O94760				1.95863e+06
O94766	O94766;Q9NPZ5				1.22591e+06
O94769	O94769;O94769-2				5.4101e+06
O94772;O94772-2	O94772;O94772-2				4.34931e+07
O94779;O94779-2;O94779-4	O94779;O94779-2;O94779-4				177092
O94856;O94856-10;O94856-11;O94856-13;O94856-3;O94856-5;O94856-6;O94856-7;O94856-8	O94856;O94856-10;O94856-11;O94856-12;O94856-13;O94856-3;O94856-4;O94856-5;O94856-6;O94856-7;O94856-8;O94856-9				1.67237e+07
O94910;O94910-2	O94910;O94910-2				3.73739e+06
O94919	O94919				1.43589e+07
O94933	O94933				414085
O94973;O94973-2	O94973;O94973-2				102564
O94985	O94985				1.81007e+06
O94985-2	O94985;O94985-2				1.26619e+08
O94991	O94991;O94991-2				1.51961e+06
O95084;O95084-2	O95084;O95084-2				1.26177e+06
O95157	O95157				520486
O95158	O95158				8.41971e+06
O95159	O95159				373434
O95166	O95166;P60520;Q9H0R8;Q9H0R8-2				880166
O95185;O95185-2	O95185;O95185-2				1.2801e+06
O95196;O95196-2	O95196;O95196-2				3.74e+06
O95206;O95206-2	O95206;O95206-2				2.08679e+06
O95390	O95390				1.54192e+06
O95428;O95428-5;O95428-6	O95428;O95428-3;O95428-4;O95428-5;O95428-6				4.46091e+06
O95445	O95445;O95445-2				1.16648e+07
O95445-2	O95445-2				212760
O95450;O95450-2	O95450;O95450-2				871968
O95467	O95467				828740
O95479;O95479-2	O95479;O95479-2				538438
O95490;O95490-2;O95490-3;O95490-4;O95490-5;O95490-6;O95490-7	O95490;O95490-2;O95490-3;O95490-4;O95490-5;O95490-6;O95490-7				331868
O95497	O95497				192116
O95502	O95502				4.50423e+07
O95633;O95633-2	O95633;O95633-2				506959
O95841	O95841				1.22126e+06
O95865	O95865				545084
O95881	O95881				75488
O95967	O95967				5.73278e+06
O95970;O95970-3	O95970;O95970-3				153971
O95980	O95980				1.26452e+07
O95998	O95998;O95998-4				4.76972e+06
P00338;P00338-3	P00338;P00338-3;P00338-4				1.0543e+07
P00352	P00352				986343
P00390;P00390-2;P00390-3	P00390;P00390-2;P00390-3;P00390-4;P00390-5				3.016e+06
P00441	P00441				1.15418e+08
P00450	P00450				3.0388e+08
P00488	P00488				1.88352e+06
P00492	P00492				2.0127e+06
P00505	P00505;P00505-2				2.89609e+06
P00533;P00533-3;P00533-4	P00533;P00533-3;P00533-4				874741
P00558	P00558;P00558-2				3.61557e+06
P00734	P00734				4.60759e+07
P00736	P00736				7.09874e+07
P00738	P00738;P00738-2				1.38097e+09
P00739	P00739;P00739-2				4.71178e+08
P00740;P00740-2	P00740;P00740-2				5.0095e+06
P00742	P00742				1.14166e+07
P00746	P00746				1.47197e+07
P00747	P00747				8.66264e+07
P00748	P00748				3.76158e+07
P00751	P00751;P00751-2				2.5318e+08
P00915	P00915				1.13778e+07
P00918	P00918				2.82175e+06
P01008	P01008				4.956e+08
P01009	P01009;P01009-2;P01009-3				5.38211e+09
P01011	P01011				1.256e+09
P01019	P01019				3.81411e+08
P01023	P01023				2.85328e+08
P01024	P01024				9.16706e+08
P01031	P01031				3.01555e+07
P01033	P01033				7.02968e+07
P01034	P01034				1.60088e+09
P01040	P01040				2.09417e+06
P01042	P01042;P01042-2;P01042-3				1.37798e+08
P01042-2;P01042-3	P01042-2;P01042-3				9.50119e+07
P01127;P01127-2	P01127;P01127-2				1.61861e+07
P01210	P01210				5.97764e+07
P01213	P01213				2.63063e+06
P01236	P01236				113665
P01258;P01258-2;P06881	P01258;P06881;P01258-2				682789
P01303	P01303				5.76039e+06
P01344;P01344-2;P01344-3	P01344;P01344-2;P01344-3				1.18383e+07
P01591	P01591				7.66281e+06
P01593;P01594	P01593;P01594				2.8501e+07
P01597;P04432	P01597;P01611;P04432;A0A0C4DH72;A0A0C4DH73				3.20277e+07
P01599	P01599;A0A0C4DH72				1.11837e+07
P01602	P01602				9.83443e+06
P01619	P01619				3.43592e+08
P01700	P01700				4.71884e+07
P01701	P01701;P01714				3.59702e+07
P01705	P01705				4.98219e+06
P01706	P01706				2.56998e+06
P01709	P01706;P01709;P0DOX8				2.32021e+06
P01714	P01714				6.84204e+06
P01715	P01715				1.4243e+06
P01717	P01717				2.19263e+07
P01721	P01721				6.34944e+06
P01742	P01742				1.32825e+07
P01768;P0DP03	P01768;P01772;P0DP02;P0DP03				2.20311e+07
P01780	P01780				1.10998e+08
P01814	P01814				1.89357e+06
P01817	P01817				8.8006e+06
P01833	P01833				2.35698e+06
P01834	P01834				4.16974e+08
P01859	P01859;P01859-1				8.01319e+08
P01860	P01860;P01860-1				7.98982e+07
P01861;P01861-1	P01861;P01861-1				8.9941e+07
P01871;P01871-1	P01871;P0DOX6;P01871-1				2.2731e+07
P01876;P01876-1	P01876;P01876-1				9.12378e+08
P01903	P01903;P01906				263205
P01911	P01911				1.6604e+06
P02042	P02042				1.19598e+07
P02144	P02144				3.92108e+07
P02452	P02452				2.51922e+07
P02461	P02461;P02461-2				5.32532e+06
P02511	P02511				1.87599e+06
P02533	P02533				4.68333e+06
P02538	O95678;P02538;P48668				1.12407e+07
P02647	P02647				3.08646e+09
P02649	P02649				2.31614e+09
P02652	P02652				8.16694e+08
P02654	P02654				9.90484e+07
P02655	P02655				1.15955e+07
P02656	P02656				4.28954e+07
P02671	P02671;P02671-2				2.4493e+08
P02675	P02675				9.59549e+07
P02679;P02679-2	P02679;P02679-2				9.75452e+07
P02686;P02686-3;P02686-4;P02686-5;P02686-6	P02686;P02686-3;P02686-4;P02686-5;P02686-6				254525
P02741	P02741;P02741-2				3.09398e+06
P02743	P02743				1.23912e+07
P02745	P02745				5.28162e+07
P02746	P02746				6.33208e+07
P02747	P02747				1.52518e+08
P02748	P02748				6.11351e+07
P02749	P02749				5.85001e+07
P02750	P02750				1.25284e+08
P02751;P02751-1	P02751;P02751-1;P02751-10;P02751-11;P02751-12;P02751-13;P02751-14;P02751-16;P02751-17;P02751-2;P02751-3;P02751-4;P02751-5;P02751-6;P02751-7;P02751-8;P02751-9				1.40363e+08
P02753	P02753				1.67563e+08
P02760	P02760				6.51443e+07
P02763	P02763				2.31748e+09
P02765	P02765				4.89959e+08
P02766	P02766				3.56572e+09
P02768	P02768				1.70008e+10
P02774;P02774-3	P02774;P02774-2;P02774-3				4.84887e+08
P02786	P02786				1.27547e+06
P02787	P02787				5.04454e+09
P02788;P02788-2	P02788;P02788-2				4.51651e+06
P02790	P02790				2.20663e+09
P02792	P02792				939188
P02794	P02794				2.052e+06
P03950	P03950				2.57327e+06
P03951	P03951;P03951-2				5.53599e+06
P03952	P03952				9.81307e+06
P04003	P04003				3.67491e+06
P04004	P04004				3.77127e+08
P04040	P04040				1.23526e+06
P04062;P04062-2;P04062-4;P04062-5	P04062;P04062-2;P04062-4;P04062-5				1.60017e+06
P04066	P04066				5.63543e+06
P04070;P04070-2	P04070;P04070-2				3.34782e+06
P04075	P04075;P04075-2				2.14992e+07
P04080	P04080				2.32778e+06
P04085;P04085-2	P04085;P04085-2				4.50637e+06
P04114	P04114				4.61783e+07
P04156	P04156				1.30217e+08
P04179;P04179-4	P04179;P04179-2;P04179-3;P04179-4				5.87215e+06
P04180	P04180				2.9913e+07
P04196	P04196				1.1135e+08
P04216	P04216				1.78651e+08
P04217	P04217;P04217-2				3.01983e+08
P04217-2	P04217-2				6.74275e+06
P04259	P04259				3.54338e+06
P04264	P04259;P04264				1.25311e+08
P04271	P04271				799173
P04275	P04275				1.88065e+06
P04278	P04278;P04278-5				6.93813e+06
P04406	P04406;P04406-2				1.28365e+07
P04430	P04430				1.22712e+06
P04439;P04439-2	P01889;P01893;P04439;P13747;P17693;P17693-2;P17693-5;P17693-6;P04439-2				2.00059e+06
P04746	P04746;P0DTE7;P0DTE8;P0DUB6;P19961;P19961-2;P04746-2				1.05723e+06
P04792	P04792				2.37421e+06
P04908;P0C0S5;P0C0S8;P16104;P20671;Q16777;Q6FI13;Q71UI9;Q71UI9-2;Q71UI9-5;Q7L7L0;Q8IUE6;Q93077;Q96KK5;Q96QV6;Q99878;Q9BTM1;Q9BTM1-2	P04908;P0C0S5;P0C0S8;P16104;P20671;Q16777;Q6FI13;Q71UI9;Q7L7L0;Q8IUE6;Q93077;Q96KK5;Q96QV6;Q99878;Q9BTM1;Q71UI9-2;Q71UI9-5;Q9BTM1-2				902149
P05023;P05023-2;P05023-4	P05023;P05023-2;P05023-4				506819
P05026;P05026-2	P05026;P05026-2				768439
P05060	P05060				3.37098e+08
P05067;P05067-11;P05067-7;P05067-8;P05067-9	P05067;P05067-4;P05067-10;P05067-11;P05067-3;P05067-5;P05067-6;P05067-7;P05067-8;P05067-9				2.45667e+08
P05090	P05090				1.92161e+09
P05109	P05109				652906
P05121	P05121				302143
P05154	P05154				1.52381e+07
P05155;P05155-3	P05155;P05155-2;P05155-3				6.64865e+08
P05156	P05156				6.01942e+07
P05160	P05160				2.28527e+06
P05362	P05362				1.76701e+06
