Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/MagKiel_cohort_Sweden_speclib_OBO/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_D4_CSF_522-13.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				9.03284e+07
A0A075B6H9	A0A075B6H9				1.31887e+07
A0A075B6I0	A0A075B6I0				8.53779e+06
A0A075B6I1	A0A075B6I1				2.71547e+06
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				974818
A0A075B6K2	A0A075B6K2				679116
A0A075B6K4	A0A075B6K0;A0A075B6K4				3.84894e+07
A0A075B6K5	A0A075B6K5				5.06908e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				9.65064e+07
A0A075B6R2	A0A075B6R2				8.11658e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				8.92535e+06
A0A075B6S2	A0A075B6S2;A2NJV5				3.04637e+07
A0A075B6S5;A0A0C4DH67;A0A0C4DH69	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				2.05228e+07
A0A075B6S6	A0A075B6S6				5.98878e+07
A0A087WSX0	A0A087WSX0;A0A0G2JS06				1.1613e+06
A0A087WSY4	A0A087WSY4				7.29079e+06
A0A087WSY6	A0A087WSY6				3.52907e+06
A0A087WW87;P01614	P01614;A0A087WW87				139751
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				4.86722e+07
A0A0A0MS15	A0A0A0MS15				8.07851e+06
A0A0A0MT89	A0A0A0MT89				2.64156e+06
A0A0B4J1U7	A0A0B4J1U7				2.27351e+07
A0A0B4J1V0	A0A0B4J1V0				9.4532e+07
A0A0B4J1V2	A0A0B4J1V2				2.42955e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				4.7235e+07
A0A0B4J1Y8	A0A0B4J1Y8				1.23658e+07
A0A0B4J1Y9	A0A0B4J1Y9				2.44972e+06
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				1.05378e+07
A0A0C4DH25	A0A0C4DH25				5.54922e+06
A0A0C4DH34	A0A0C4DH34				2.37827e+06
A0A0C4DH35	A0A0C4DH35				697427
A0A0C4DH36	A0A0C4DH36				5.79384e+06
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				7.45718e+06
A0A0C4DH72	P01599;A0A0C4DH72				1.23774e+07
A0A0J9YX35	A0A0J9YX35				6.51585e+06
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				1.07495e+09
A1L4H1	A1L4H1				1.9675e+06
A5D6W6	A5D6W6				1.21711e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.23605e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				153751
A6NGN9	A6NGN9				8.15571e+06
A6NL88	A6NL88				2.53302e+06
A6NLU5	A6NLU5				3.325e+06
A6NMY6;P07355;P07355-2	A6NMY6;P07355;P07355-2				751807
A8MTW9	A8MTW9				1.87281e+06
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				232540
C9JVW0	C9JVW0				5.20481e+06
I3L3R5	I3L3R5				739534
O00115;O00115-2	O00115;O00115-2				4.52478e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				2.55559e+07
O00187;O00187-2	O00187;O00187-2				1.43942e+06
O00244	O00244				537765
O00264	O00264;O15173;O15173-2				2.40988e+06
