Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/MagKiel_cohort_Sweden_speclib_OBO/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_A4_CSF_86-14.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				1.33648e+08
A0A075B6H9	A0A075B6H9				7.9178e+06
A0A075B6I0	A0A075B6I0				3.30799e+07
A0A075B6I1	A0A075B6I1				790676
A0A075B6I9	A0A075B6I9				7.17925e+07
A0A075B6J9	A0A075B6J9				1.72221e+07
A0A075B6K2	A0A075B6K2				3.01373e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				4.87105e+06
A0A075B6K5	A0A075B6K5				9.31567e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				2.22786e+08
A0A075B6R2	A0A075B6R2				6.80026e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				1.9339e+07
A0A075B6S2	A0A075B6S2;A2NJV5				2.27313e+08
A0A075B6S5	A0A075B6S5				2.70146e+06
A0A087WSX0	A0A087WSX0;A0A0G2JS06				6.58925e+06
A0A087WSY6	A0A087WSY6				9.80191e+07
A0A087WW87;P01614	P01614;A0A087WW87				4.42301e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				2.08393e+08
A0A0A0MS15	A0A0A0MS15				2.79131e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				431228
A0A0A0MT89	A0A0A0MT89				1.00902e+07
A0A0B4J1U7	A0A0B4J1U7				2.89932e+07
A0A0B4J1V0	A0A0B4J1V0				2.10396e+08
A0A0B4J1V2	A0A0B4J1V2				3.94614e+06
A0A0B4J1V6	A0A0B4J1V6				1.3229e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				1.07432e+08
A0A0B4J1Y8	A0A0B4J1Y8				7.96778e+06
A0A0B4J1Y9	A0A0B4J1Y9				5.0748e+06
A0A0C4DH24	A0A0C4DH24				6.61772e+06
A0A0C4DH25	A0A0C4DH25				3.07625e+07
A0A0C4DH29	A0A0C4DH29				567562
A0A0C4DH31	A0A0C4DH31				1.82722e+06
A0A0C4DH33	A0A0C4DH33				1.37202e+06
A0A0C4DH34	A0A0C4DH34				1.02128e+07
A0A0C4DH35	A0A0C4DH35				3.78861e+06
A0A0C4DH36	A0A0C4DH36				9.14428e+06
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				6.62399e+07
A0A0C4DH67	A0A0C4DH67				4.51793e+07
A0A0J9YX35	A0A0J9YX35				8.10659e+06
A0A0J9YXX1	A0A0J9YXX1				7.62838e+06
