Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/MagKiel_cohort_Sweden_speclib_OBO/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_F2_CSF_755.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				7.37013e+08
A0A075B6H9	A0A075B6H9				4.4473e+07
A0A075B6I0	A0A075B6I0				1.69479e+07
A0A075B6I1	A0A075B6I1				2.93474e+06
A0A075B6J9	A0A075B6J9				3.686e+07
A0A075B6K2	A0A075B6K2				250045
A0A075B6K4	A0A075B6K0;A0A075B6K4				4.40419e+06
A0A075B6K5	A0A075B6K5				1.64635e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				3.27115e+08
A0A075B6Q5	A0A075B6Q5				8.90826e+06
A0A075B6R2	A0A075B6R2				3.43709e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				3.02037e+07
A0A075B6S2	A0A075B6S2				1.1146e+07
A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				6.6811e+07
A0A075B6S6	A0A075B6S6				568134
A0A087WSX0	A0A087WSX0;A0A0G2JS06				1.34443e+07
A0A087WSY6	A0A087WSY6				2.41755e+08
A0A087WW87;P01614	P01614;A0A087WW87				6.30527e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.94946e+08
A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				1.21413e+06
A0A0A0MS15	A0A0A0MS15				1.27536e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				1.08736e+07
A0A0A0MT89	A0A0A0MT89				8.792e+06
A0A0B4J1U7	A0A0B4J1U7				4.2997e+07
A0A0B4J1V0	A0A0B4J1V0				5.71693e+06
A0A0B4J1V2	A0A0B4J1V2				1.42072e+07
A0A0B4J1V6	A0A0B4J1V6				1.30112e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				2.05996e+08
A0A0B4J1Y8	A0A0B4J1Y8				4.09264e+06
A0A0B4J1Y9	A0A0B4J1Y9				1.29043e+08
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				1.47582e+07
A0A0C4DH24	A0A0C4DH24				3.16505e+06
A0A0C4DH25	A0A0C4DH25				2.05388e+07
A0A0C4DH30	A0A0C4DH30				77848.4
A0A0C4DH31	A0A0C4DH31				2.75028e+06
A0A0C4DH33	A0A0C4DH33				1.639e+06
A0A0C4DH34	A0A0C4DH34				2.66398e+07
A0A0C4DH35	A0A0C4DH35				3.8533e+06
A0A0C4DH36	A0A0C4DH36				2.88016e+07
A0A0C4DH38	A0A0C4DH38				3.71199e+07
A0A0C4DH43	A0A0C4DH43				2.5979e+07
A0A0J9YX35	A0A0J9YX35				1.24799e+07
A0A0J9YXX1	A0A0J9YXX1				1.54843e+07
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				2.83891e+08
A1L4H1	A1L4H1				1.42401e+06
A2NJV5	A0A075B6S2;A2NJV5				6.01969e+08
A2RU67	A2RU67				261510
A5D6W6	A5D6W6				482496
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.26013e+06
A6NCE7;Q9GZQ8	Q9GZQ8;Q9H492;A6NCE7;Q9H492-2				425494
A6NGN9	A6NGN9				5.57929e+06
A6NL88	A6NL88				1.35436e+06
A6NLU5	A6NLU5				6.23398e+06
A6NMY6;P07355;P07355-2	A6NMY6;P07355;P07355-2				16459.8
A8MTW9	A8MTW9				550139
B1AJZ9;B1AJZ9-4	B1AJZ9;B1AJZ9-4				784133
B9A064;P0DOX8	B9A064;P0DOX8				2.87617e+08
C9JVW0	C9JVW0				3.46731e+06
I3L3R5	I3L3R5				759331
O00115;O00115-2	O00115;O00115-2				2.44811e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				1.54496e+07
O00187;O00187-2	O00187;O00187-2				1.28837e+06
O00264	O00264;O15173;O15173-2				1.50766e+06
O00299	O00299				487920
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				1.42539e+06
O00391	O00391;O00391-2				8.49565e+06
O00451	O00451;O00451-2;O00451-3				7.7301e+06
O00461	O00461				1.89365e+06
O00462	O00462				5.96304e+06
O00468-6	O00468-6;O00468-7				8.29216e+06
O00469;O00469-2;O00469-3	O00469;O00469-2;O00469-3				52227.1
O00533	O00533;O00533-2				5.64004e+07
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				1.03142e+06
O00567	O00567				110463
O00584	O00584				9.5229e+06
O00754;O00754-2	O00754;O00754-2				476575
O14498	O14498				1.08653e+07
O14514	O14514				725960
O14522	O14522;O14522-1				999665
O14525;O14525-2;O14525-3	O14525;O14525-2;O14525-3				892595
O14594	O14594				7.0602e+07
O14668;O14668-2	O14668;O14668-2				1.90416e+06
O14672	O14672				3.60821e+06
O14745	O14745				57056.1
O14773	O14773				7.52599e+06
O14786;O14786-2;O14786-3	O14786;O14786-2;O14786-3				3.6514e+06
O14791;O14791-2	O14791;O14791-2;O14791-3				1.02785e+07
O14793	O14793				2.43933e+06
O14917;O14917-2	O14917;O14917-2				1.55472e+06
O14960	O14960				1.00795e+06
O15031	O15031				9.9511e+06
O15041;O15041-2	O15041;O15041-2				112722
O15197;O15197-3	O15197;O15197-3				2.54331e+06
O15230	O15230				499021
O15232;O15232-2	O15232;O15232-2				1.02754e+06
O15240	O15240				9.48737e+07
O15335	O15335				2.53878e+06
O15354	O15354				1.47697e+07
O15389;Q08ET2	O15389;Q08ET2				3.95365e+06
O15394	O15394;O15394-2				1.48201e+07
O15466;O15466-2	O15466;O15466-2				678802
O15540;O15540-2	O15540;O15540-2				1.27134e+06
O43155	O43155				360233
O43157	O43157;O43157-2;O43157-3				1.92392e+06
O43173	O43173				1.49947e+06
O43240	O43240				565070
O43278;O43278-2	O43278;O43278-2				1.19536e+06
O43286	O43286				1.2056e+06
O43291	O43291				4.8369e+06
O43300	O43300				948435
O43405	O43405;O43405-2				1.21885e+07
O43493;O43493-3;O43493-5;O43493-7	O43493;O43493-3;O43493-5;O43493-4;O43493-6;O43493-7				1.37552e+07
O43505	O43505				1.79196e+08
O43508	O43508;O43508-2				437388
O43508-2	O75888;O75888-3;O43508-2;O75888-2;O75888-4;O75888-5				337504
O43529	O43529				2.46477e+06
O43556;O43556-3;O43556-4	O43556;O43556-3;O43556-4				2.46589e+06
O43567	O43567				3.26077e+06
