Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/MagKiel_cohort_Sweden_speclib_OBO/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_F4_CSF_51.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				1.71892e+08
A0A075B6H9	A0A075B6H9				1.22319e+07
A0A075B6I1	A0A075B6I1				5.72325e+06
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				918649
A0A075B6J9	A0A075B6J9				2.41247e+07
A0A075B6K4	A0A075B6K0;A0A075B6K4				4.29009e+06
A0A075B6K5	A0A075B6K5				6.54228e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				1.04644e+08
A0A075B6Q5	A0A075B6Q5				1.32321e+06
A0A075B6R2	A0A075B6R2				1.26616e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				1.72907e+07
A0A075B6S2	A0A075B6S2;A2NJV5				8.52362e+07
A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				1.35452e+07
A0A087WSX0	A0A087WSX0;A0A0G2JS06				3.21943e+06
A0A087WSY6	A0A087WSY6				6.72059e+07
A0A087WSZ0	A0A087WSZ0				739309
A0A087WW87;P01614	P01614;A0A087WW87				2.905e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.09622e+08
A0A0A0MS15	A0A0A0MS15				1.34547e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				328766
A0A0A0MT89	A0A0A0MT89				7.76306e+06
A0A0B4J1U7	A0A0B4J1U7				8.85645e+06
A0A0B4J1V0	A0A0B4J1V0				4.98182e+07
A0A0B4J1V2	A0A0B4J1V2				3.63584e+06
A0A0B4J1V6	A0A0B4J1V6				529935
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				8.94983e+07
