Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/MagKiel_cohort_Sweden_speclib_OBO/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_D6_CSF_864-13.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				2.75006e+08
A0A075B6H9	A0A075B6H9				1.13394e+07
A0A075B6I0	A0A075B6I0				4.01453e+07
A0A075B6I1	A0A075B6I1				4.83689e+06
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				2.22565e+06
A0A075B6J9	A0A075B6J9				2.64285e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				6.13925e+06
A0A075B6K5	A0A075B6K5				1.80719e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				2.47174e+08
A0A075B6Q5	A0A075B6Q5				3.32074e+06
A0A075B6R2	A0A075B6R2				1.24451e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				3.03896e+07
A0A075B6S2	A0A075B6S2;A2NJV5				2.86546e+08
A0A075B6S5	A0A075B6S5				5.62825e+06
A0A087WSX0	A0A087WSX0;A0A0G2JS06				9.85998e+06
A0A087WSY4	A0A087WSY4				2.03025e+07
A0A087WSY6	A0A087WSY6				1.52861e+08
A0A087WW87;P01614	P01614;A0A087WW87				3.13836e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				3.8786e+08
A0A0A0MS15	A0A0A0MS15				4.31847e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				3.80115e+06
A0A0A0MT89	A0A0A0MT89				7.78019e+06
A0A0B4J1U7	A0A0B4J1U7				3.56291e+07
A0A0B4J1V0	A0A0B4J1V0				2.93115e+08
A0A0B4J1V2	A0A0B4J1V2				5.95173e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				1.36378e+08
A0A0B4J1Y8	A0A0B4J1Y8				1.1421e+07
A0A0B4J1Y9	A0A0B4J1Y9				3.15417e+06
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				5.52819e+06
A0A0C4DH24	A0A0C4DH24				1.67764e+07
A0A0C4DH25	A0A0C4DH25				5.56374e+07
A0A0C4DH29	A0A0C4DH29				3.20754e+06
A0A0C4DH33	A0A0C4DH33				1.33808e+06
A0A0C4DH34	A0A0C4DH34				1.02264e+07
A0A0C4DH36	A0A0C4DH36				1.12418e+07
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				1.08279e+08
A0A0C4DH43	A0A0C4DH43				2.44313e+07
A0A0C4DH67	A0A0C4DH67				1.4161e+07
A0A0C4DH72	P01599;A0A0C4DH72				3.76754e+07
A0A0J9YX35	A0A0J9YX35				1.26577e+07
A0A0J9YXX1	A0A0J9YXX1				2.03444e+07
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				3.63583e+08
A1L4H1	A1L4H1				2.74761e+06
A2RU67	A2RU67				444832
A5D6W6	A5D6W6				1.06765e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				2.90472e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				531020
A6NGN9	A6NGN9				8.79233e+06
A6NL88	A6NL88				2.32684e+06
A6NLU5	A6NLU5				1.88737e+07
A6NMY6;P07355;P07355-2	A6NMY6;P07355;P07355-2				20533.8
A8MTW9	A8MTW9				3.22933e+06
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				247597
C9JVW0	C9JVW0				6.99478e+06
E2RYF7	E2RYF7				2.7063e+06
I3L3R5	I3L3R5				1.0649e+06
O00115;O00115-2	O00115;O00115-2				4.7807e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				4.0226e+07
O00187;O00187-2	O00187;O00187-2				469516
O00244	O00244				1.00714e+06
O00264	O00264;O15173;O15173-2				4.12382e+06
O00299	O00299				1.22303e+06
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				2.0533e+06
O00391	O00391;O00391-2				2.13459e+07
O00451	O00451;O00451-2;O00451-3				2.04603e+07
O00461	O00461				6.03395e+06
O00462	O00462				1.00987e+07
O00468-6	O00468-6;O00468-7				2.4398e+07
O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9	O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9				100408
O00533	O00533;O00533-2				2.28315e+08
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				797809
O00567	O00567				298508
O00584	O00584				2.58201e+07
O00754;O00754-2	O00754;O00754-2				3.17865e+06
O14498	O14498				7.97397e+07
O14514	O14514				3.19217e+06
O14522	O14522;O14522-1				1.68203e+06
O14525;O14525-2;O14525-3	O14525;O14525-2;O14525-3				253040
O14594	O14594				1.96168e+08
O14657	O14657				133629
O14668;O14668-2	O14668;O14668-2				5.16189e+06
O14672	O14672				2.75414e+06
O14737;O14737-2	O14737;O14737-2				126812
O14745	O14745				138330
O14773	O14773				1.44334e+07
O14786	O14786;O14786-2;O14786-3				5.99661e+06
O14791-2	O14791;O14791-2;O14791-3				1.74632e+07
O14793	O14793				2.50284e+06
O14917;O14917-2	O14917;O14917-2				4.434e+06
O14960	O14960				655542
O15031	O15031				2.71418e+07
O15041;O15041-2	O15041;O15041-2				460082
O15197;O15197-3	O15197;O15197-3				6.04935e+06
O15204;O15204-2	O15204;O15204-2				844274
O15230	O15230				2.43101e+06
O15232;O15232-2	O15232;O15232-2				220157
O15240	O15240				1.21429e+08
O15335	O15335				4.35617e+06
O15354	O15354				3.31306e+07
O15394	O15394;O15394-2				5.21216e+07
O15400;O15400-2	O15400;O15400-2				2.06544e+06
O15466;O15466-2	O15466;O15466-2				1.39739e+06
O15540;O15540-2	O15540;O15540-2				2.97749e+06
O43157	O43157;O43157-2;O43157-3				3.04104e+06
O43173	O43173				3.85542e+06
O43240	O43240				1.76224e+06
O43278;O43278-2	O43278;O43278-2				1.929e+06
O43286	O43286				2.37858e+06
O43291	O43291				1.03369e+07
O43300	O43300				2.68188e+06
O43405;O43405-2	O43405;O43405-2				1.67188e+07
O43493;O43493-3;O43493-5;O43493-7	O43493;O43493-3;O43493-5;O43493-7				3.2436e+07
O43505	O43505				6.66231e+08
O43508	O43508				1.13041e+06
O43508-2	O75888;O75888-3;O43508-2;O75888-2;O75888-4;O75888-5				1.08139e+06
O43529	O43529				6.21904e+06
O43556;O43556-3;O43556-4	O43556;O43556-3;O43556-4				1.46458e+07
O43567	O43567				7.57761e+06
O43581-2;O43581-3;O43581-5	O43581-2;O43581-3;O43581-5				1.20601e+06
O43736;O43736-2	O43736;O43736-2				1.8765e+06
O43827	O43827				3.73612e+06
O43852;O43852-2;O43852-3;O43852-4;O43852-5;O43852-9	O43852;O43852-10;O43852-11;O43852-12;O43852-13;O43852-14;O43852-2;O43852-3;O43852-4;O43852-5;O43852-6;O43852-7;O43852-8;O43852-9				1.21896e+06
O43854;O43854-2	O43854;O43854-2				360689
O43866	O43866				2.12344e+06
O43897;O43897-2	O43897;O43897-2				2.31768e+06
O43909	O43909				588796
O43916	O43916				1.07538e+06
O60241;O60241-2;O60241-3;O60241-4	O60241;O60241-2;O60241-3;O60241-4				1.45776e+07
