Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/MagKiel_cohort_Sweden_speclib_OBO/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_A9_CSF_695-15.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				2.39898e+08
A0A075B6H9	A0A075B6H9				1.20138e+07
A0A075B6I0	A0A075B6I0				2.09494e+07
A0A075B6I1	A0A075B6I1				1.75404e+06
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				608906
A0A075B6J9	A0A075B6J9				2.58866e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				4.01886e+06
A0A075B6K5	A0A075B6K5				7.411e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				1.28911e+08
A0A075B6R2	A0A075B6R2				6.46466e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				2.15759e+07
A0A075B6S2	A0A075B6S2;A2NJV5				1.50959e+08
A0A075B6S5	A0A075B6S5				3.53443e+06
A0A075B6S6	A0A075B6S6				2.1805e+06
A0A087WSX0	A0A087WSX0;A0A0G2JS06				2.5636e+06
A0A087WSY4	A0A087WSY4				8.29168e+06
A0A087WSY6	A0A087WSY6				8.61403e+07
A0A087WW87;P01614	P01614;A0A087WW87				2.32964e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				9.55063e+07
A0A0A0MS15	A0A0A0MS15				1.13483e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				957166
A0A0A0MT89	A0A0A0MT89				7.95916e+06
A0A0B4J1U7	A0A0B4J1U7				4.87902e+06
A0A0B4J1V0	A0A0B4J1V0				1.72357e+08
A0A0B4J1V2	A0A0B4J1V2				4.43163e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				7.62836e+07
A0A0B4J1Y8	A0A0B4J1Y8				3.31804e+06
A0A0B4J1Y9	A0A0B4J1Y9				3.5621e+06
A0A0C4DH24	A0A0C4DH24				7.4932e+06
A0A0C4DH25	A0A0C4DH25				1.73048e+07
A0A0C4DH31	A0A0C4DH31				487413
A0A0C4DH33	A0A0C4DH33				1.17013e+06
A0A0C4DH34	A0A0C4DH34				7.90882e+06
A0A0C4DH35	A0A0C4DH35				1.02701e+06
A0A0C4DH36	A0A0C4DH36				7.64703e+06
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				8.39868e+06
A0A0C4DH41;P01824;P01825;P06331;P0DP06;P0DP08	P01824;P01825;P06331;A0A0C4DH41;P0DP06;P0DP08				3.37664e+07
A0A0C4DH43	A0A0C4DH43				1.01305e+07
A0A0C4DH67	A0A0C4DH67				2.01536e+07
A0A0J9YX35	A0A0J9YX35				1.0416e+07
A0A0J9YXX1	A0A0J9YXX1				4.57019e+06
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				4.28183e+08
A1L4H1	A1L4H1				3.20874e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.4997e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				265892
A6NGN9	A6NGN9				6.4829e+06
A6NL88	A6NL88				3.89114e+06
A6NLU5	A6NLU5				1.38367e+07
A6NMY6;P07355;P07355-2	A6NMY6;P07355;P07355-2				460063
A8MTW9	A8MTW9				1.32687e+06
B1AJZ9;B1AJZ9-4	B1AJZ9;B1AJZ9-4				1.47565e+06
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				298787
C9JVW0	C9JVW0				6.94155e+06
I3L3R5	I3L3R5				591748
O00115;O00115-2	O00115;O00115-2				2.57528e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				3.19542e+07
O00187;O00187-2	O00187;O00187-2				1.98983e+06
O00244	O00244				674794
O00264	O00264;O15173;O15173-2				4.13672e+06
O00299	O00299				230191
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				1.76561e+06
O00391	O00391;O00391-2				1.87778e+07
O00451	O00451;O00451-2;O00451-3				1.65681e+07
O00461	O00461				5.43451e+06
O00462	O00462				8.96172e+06
O00468-6	O00468-6;O00468-7				2.12505e+07
O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9	O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9				120862
O00533	O00533;O00533-2				2.03097e+08
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				418355
O00567	O00567				214418
O00584	O00584				1.99713e+07
O00754;O00754-2	O00754;O00754-2				2.82921e+06
O14498	O14498				2.97026e+07
O14514	O14514				1.79484e+06
O14522	O14522;O14522-1				557031
O14525;O14525-2;O14525-3	O14525;O14525-2;O14525-3				301165
O14594	O14594				1.22137e+08
O14668;O14668-2	O14668;O14668-2				1.5277e+06
O14672	O14672				5.27592e+06
O14737;O14737-2	O14737;O14737-2				52246.8
O14745	O14745				91203.1
O14773	O14773				5.95795e+06
O14786	O14786;O14786-2;O14786-3				6.9184e+06
O14791-2	O14791;O14791-2;O14791-3				3.56529e+06
O14793	O14793				1.20419e+06
O14810	O14810;Q6PUV4				234789
O14917;O14917-2	O14917;O14917-2				4.55823e+06
O15031	O15031				9.62193e+06
O15197;O15197-3	O15197;O15197-3				6.7317e+06
O15204;O15204-2	O15204;O15204-2				945984
O15230	O15230				6.75989e+06
O15232;O15232-2	O15232;O15232-2				78870.9
O15240	O15240				1.87916e+08
O15335	O15335				736606
O15354	O15354				2.39403e+07
O15394	O15394;O15394-2				5.43521e+07
O15400;O15400-2	O15400;O15400-2				1.9337e+06
O15466;O15466-2	O15466;O15466-2				675733
O15540;O15540-2	O15540;O15540-2				2.78729e+06
O43155	O43155				630368
O43157	O43157;O43157-2;O43157-3				3.34055e+06
O43173	O43173				3.58319e+06
O43240	O43240				997915
O43278;O43278-2	O43278;O43278-2				2.00802e+06
O43286	O43286				2.23045e+06
O43291	O43291				6.75693e+06
O43300	O43300				2.60608e+06
O43405;O43405-2	O43405;O43405-2				3.06165e+07
O43491;O43491-4	O43491;O43491-4				135451
O43493;O43493-3;O43493-5;O43493-7	O43493;O43493-3;O43493-5;O43493-7				2.56375e+07
O43504	O43504				855382
O43505	O43505				4.64617e+08
O43508	O43508;O43508-2				421700
O43508-2	O75888;O43508-2;O75888-2;O75888-4;O75888-5				952845
O43529	O43529				6.04543e+06
O43556;O43556-3;O43556-4	O43556;O43556-3;O43556-4				1.07329e+07
O43567	O43567				6.55942e+06
O43581-2;O43581-3;O43581-5	O43581-2;O43581-3;O43581-5				614202
O43827	O43827				4.61118e+06
O43852;O43852-2;O43852-3;O43852-4;O43852-5;O43852-9	O43852;O43852-10;O43852-11;O43852-12;O43852-13;O43852-14;O43852-2;O43852-3;O43852-4;O43852-5;O43852-6;O43852-7;O43852-8;O43852-9				1.90185e+06
O43854;O43854-2	O43854;O43854-2				198528
O43866	O43866				6.18007e+06
O43897;O43897-2	O43897;O43897-2				1.17175e+06
O43909	O43909				175329
O43916	O43916				1.22172e+06
O60241;O60241-2;O60241-3;O60241-4	O60241;O60241-2;O60241-3;O60241-4				7.11342e+06
O60242	O60242				524466
O60243	O60243				1.56775e+06
O60245;O60245-2	O60245;O60245-2				3.8973e+06
O60279	O60279				1.79612e+07
O60291;O60291-2;O60291-3;O60291-4	O60291;O60291-2;O60291-3;O60291-4				2.71491e+06
O60449;O60449-2;O60449-3	O60449;O60449-2;O60449-3				1.05329e+06
O60462;O60462-2;O60462-3;O60462-4;O60462-5	O60462;O60462-2;O60462-3;O60462-4;O60462-5;O60462-6				4.93249e+06
O60476	O60476				1.99882e+06
O60512	O60512				962078
O60565	O60565				550421
O60568	O60568				1.45697e+06
O60613	O60613				1.47189e+06
O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q5QNW6-2;Q93079;Q96A08;Q99877;Q99879;Q99880	O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880;Q5QNW6-2				766131
O60883	O60883				2.24042e+08
O60888-3	O60888;O60888-2;O60888-3				6.13645e+07
O60939	O60939				3.29479e+06
O75019;O75019-2	O75019;O75019-2				1.60028e+06
O75051;O75051-2	O75051;O75051-2				556866
O75063	O75063				1.88259e+06
O75071	O75071				6.34099e+06
O75077;O75077-2;O75077-3	O75077;O75077-2;O75077-3				9.04575e+06
O75078	O75078;O75078-2				3.39622e+06
O75083	O75083;O75083-3				3.09978e+06
O75084;Q14332	O75084;Q14332				777038
O75093	O75093				2.65684e+07
O75144;O75144-2	O75144;O75144-2;O75144-3				1.99887e+07
O75173;O75173-2	O75173;O75173-2				1.15975e+07
O75223	O75223;O75223-3				1.04384e+06
O75326	O75326;O75326-2				1.42903e+07
O75340;O75340-2	O75340;O75340-2				80147.2
O75347;O75347-2	O75347;O75347-2				1.26887e+06
O75354;O75354-2;O75354-3	O75354;O75354-2;O75354-3				883509
O75368	O75368				3.79554e+06
O75487	O75487;O75487-2				745841
O75493	O75493				3.12152e+06
O75503	O75503				2.79666e+06
O75509	O75509				2.46813e+07
O75594	O75594				235241
O75629	O75629				737988
O75636;O75636-2	O75636;O75636-2				736812
O75711	O75711				3.25132e+08
O75752	O75752				1.20595e+07
O75781;O75781-2	O75781;O75781-2				3.14107e+06
O75787;O75787-2	O75787;O75787-2				1.02316e+07
O75874	O75874				685397
O75882;O75882-2;O75882-3	O75882;O75882-2;O75882-3				1.16108e+07
O75973	O75973				606417
O75976	O75976				1.05764e+06
O76061	O76061				4.32448e+06
O76070	O76070				949922
O94760	O94760;O94760-2				6.17788e+06
O94766	O94766;Q9NPZ5				1.09441e+06
O94769	O94769;O94769-2				1.30237e+07
O94772;O94772-2	O94772;O94772-2				1.11994e+08
O94779;O94779-2	O94779;O94779-2;O94779-4				943990
