Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/MagKiel_cohort_Sweden_speclib_OBO/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_D5_CSF_503-13.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				1.52252e+08
A0A075B6H9	A0A075B6H9				1.59891e+07
A0A075B6I0	A0A075B6I0				9.95452e+07
A0A075B6I1	A0A075B6I1				5.77629e+06
A0A075B6I9	A0A075B6I9				9.42836e+07
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				1.61456e+06
A0A075B6J9	A0A075B6J9				2.52268e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				5.17639e+06
A0A075B6K5	A0A075B6K5				1.25611e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				1.52746e+08
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				2.08164e+07
A0A075B6S2	A0A075B6S2;A2NJV5				2.25919e+08
A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				3.80883e+07
A0A087WSX0	A0A087WSX0;A0A0G2JS06				3.01843e+06
A0A087WSY4	A0A087WSY4				1.63123e+07
A0A087WSY6	A0A087WSY6				7.46501e+07
A0A087WW87;P01614	P01614;A0A087WW87				2.66243e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.0065e+08
A0A0A0MS15	A0A0A0MS15				2.65304e+07
A0A0A0MT36	A0A0A0MT36;A0A0C4DH26				511245
A0A0A0MT89	A0A0A0MT89				1.21041e+07
A0A0B4J1U7	A0A0B4J1U7				5.10304e+07
A0A0B4J1V2	A0A0B4J1V2				2.84446e+06
A0A0B4J1V6	A0A0B4J1V6				948266
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				1.70921e+08
A0A0B4J1Y8	A0A0B4J1Y8				7.56489e+06
A0A0B4J1Y9	A0A0B4J1Y9				2.94801e+08
A0A0C4DH25	A0A0C4DH25				2.32285e+07
A0A0C4DH33	A0A0C4DH33				588814
A0A0C4DH34	A0A0C4DH34				9.64494e+06
A0A0C4DH35	A0A0C4DH35				2.07798e+06
A0A0C4DH36	A0A0C4DH36				7.96707e+06
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				1.40152e+07
A0A0C4DH41;P01824;P01825;P06331;P0DP06;P0DP08	P01824;P01825;P06331;A0A0C4DH41;P0DP06;P0DP08				2.35526e+07
A0A0C4DH43	P01814;A0A0C4DH43				3.0584e+06
A0A0C4DH67	A0A0C4DH67				2.04773e+06
A0A0C4DH72	P01599;A0A0C4DH72				2.4087e+07
A0A0J9YX35	A0A0J9YX35				8.43207e+06
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				2.05567e+08
A1L4H1	A1L4H1;A1L4H1-2				2.48671e+06
A5D6W6	A5D6W6				359770
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.35154e+06
A6NCE7;Q9GZQ8	Q9GZQ8;A6NCE7				462814
A6NGN9	A6NGN9				6.52786e+06
A6NL88	A6NL88				3.34879e+06
A6NLU5	A6NLU5				2.10117e+07
A6NMY6;P07355;P07355-2	A6NMY6;P07355;P07355-2				31721.9
A8MTW9	A8MTW9				1.60372e+06
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				358979
C9JVW0	C9JVW0				9.72802e+06
I3L3R5	I3L3R5				1.7118e+06
O00115;O00115-2	O00115;O00115-2				1.68797e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				2.88999e+07
O00187;O00187-2	O00187;O00187-2				1.71502e+06
O00244	O00244				1.00278e+06
O00264	O00264;O15173;O15173-2				2.11488e+06
O00299	O00299				1.10885e+06
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				1.77015e+06
O00391	O00391;O00391-2				1.78744e+07
O00451	O00451;O00451-2;O00451-3				1.18058e+07
O00461	O00461				4.89293e+06
O00462	O00462				7.65162e+06
O00468-6	O00468-6;O00468-7				1.72985e+07
O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9	O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9				77711.1
O00533	O00533;O00533-2				1.61674e+08
O00533-2	O00533-2				9.44009e+06
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				659015
O00567	O00567				330542
O00584	O00584				8.06843e+06
O00754;O00754-2	O00754;O00754-2				1.68817e+06
