Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/MagKiel_cohort_Sweden_speclib_OBO/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_E1_CSF_59.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				1.57093e+08
A0A075B6H9	A0A075B6H9				3.66899e+06
A0A075B6I0	A0A075B6I0				2.31078e+07
A0A075B6I1	A0A075B6I1				5.94245e+06
A0A075B6I9	A0A075B6I9				9.91913e+06
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				870301
A0A075B6J9	A0A075B6J9				1.26063e+07
A0A075B6K4	A0A075B6K0;A0A075B6K4				3.8221e+06
A0A075B6K5	A0A075B6K5				8.49944e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				1.15262e+08
A0A075B6R2	A0A075B6R2				1.064e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				6.97459e+06
A0A075B6S2	A0A075B6S2;A2NJV5				8.2275e+07
A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				1.34235e+07
A0A087WSX0	A0A087WSX0;A0A0G2JS06				2.30975e+06
A0A087WSY4	A0A087WSY4				4.07684e+06
A0A087WSY6	A0A087WSY6				1.00262e+08
A0A087WSZ0	A0A087WSZ0				284627
A0A087WW87;P01614	P01614;A0A087WW87				1.13216e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.24484e+08
A0A0A0MS15	A0A0A0MS15				6.00976e+06
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				3.11276e+06
A0A0A0MT89	A0A0A0MT89				4.8184e+06
A0A0B4J1U7	A0A0B4J1U7				1.135e+07
A0A0B4J1V0	A0A0B4J1V0				3.0764e+07
A0A0B4J1V2	A0A0B4J1V2				2.37025e+06
A0A0B4J1V6	A0A0B4J1V6				639386
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				3.37116e+07
A0A0B4J1Y8	A0A0B4J1Y8				3.80104e+06
A0A0B4J1Y9	A0A0B4J1Y9				1.7123e+06
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				4.79117e+06
A0A0C4DH24	A0A0C4DH24				1.30866e+06
A0A0C4DH25	A0A0C4DH25				1.457e+07
A0A0C4DH31	A0A0C4DH31				1.45629e+06
A0A0C4DH33	A0A0C4DH33				187661
A0A0C4DH34	A0A0C4DH34				1.26667e+07
A0A0C4DH35	A0A0C4DH35				616085
A0A0C4DH36	A0A0C4DH36				3.39665e+06
A0A0C4DH38	A0A0C4DH38				1.44337e+07
A0A0C4DH43	A0A0C4DH43				1.04866e+07
A0A0C4DH67	A0A0C4DH67				815798
A0A0J9YX35	A0A0J9YX35				3.69206e+06
A0A0J9YXX1	A0A0J9YXX1				1.34939e+07
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				3.17003e+08
A1L4H1	A1L4H1				722340
A2RU67	A2RU67				114420
A5D6W6	A5D6W6				1.24135e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				1.02198e+06
A6NCE7;Q9GZQ8	Q9GZQ8;Q9H492;A6NCE7;Q9H492-2				339121
A6NGN9	A6NGN9				2.7207e+06
A6NL88	A6NL88				1.55129e+06
A6NLU5	A6NLU5				4.99126e+06
A6NMY6;P07355;P07355-2	A6NMY6;P07355;P07355-2				225536
A8MTW9	A8MTW9				782391
B1AJZ9;B1AJZ9-4	B1AJZ9;B1AJZ9-4				46618.1
B9A064;P0DOX8	B9A064;P0DOX8				1.07303e+08
C9JVW0	C9JVW0				5.65337e+06
I3L3R5	I3L3R5				566402
O00115;O00115-2	O00115;O00115-2				3.61478e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				1.46639e+07
O00187;O00187-2	O00187;O00187-2				685318
O00264	O00264;O15173;O15173-2				1.58213e+06
O00299	O00299				342525
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				1.02916e+06
O00391	O00391;O00391-2				4.81419e+06
O00451	O00451;O00451-2;O00451-3				7.52511e+06
O00461	O00461				1.95552e+06
O00462	O00462				3.30127e+06
O00468-6	O00468-6;O00468-7				8.87282e+06
O00469;O00469-2;O00469-3	O00469;O00469-2;O00469-3				412283
O00533	O00533;O00533-2				4.09349e+07
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				315303
O00584	O00584				1.3123e+07
O00754;O00754-2	O00754;O00754-2				451875
O14498	O14498				1.53402e+07
O14514	O14514				724017
O14522	O14522;O14522-1				645180
O14525;O14525-2;O14525-3	O14525;O14525-2;O14525-3				289005
O14594	O14594				4.837e+07
O14668;O14668-2	O14668;O14668-2				1.62657e+06
O14672	O14672				1.30099e+06
O14745	O14745;O14745-2				173631
O14773	O14773				6.63061e+06
O14786	O14786;O14786-2;O14786-3				1.96633e+06
O14791-2	O14791;O14791-2;O14791-3				1.97672e+06
O14793	O14793				983234
O14917;O14917-2	O14917;O14917-2				3.67005e+06
O14960	O14960				1.04001e+07
O15031	O15031				5.17132e+06
O15041;O15041-2	O15041;O15041-2				255791
O15197;O15197-3	O15197;O15197-3				1.12781e+06
O15204;O15204-2	O15204;O15204-2				668210
O15230	O15230				612974
O15232;O15232-2	O15232;O15232-2				593167
O15240	O15240				5.42964e+07
O15335	O15335				1.71199e+06
O15354	O15354				1.92366e+07
O15394	O15394;O15394-2				9.78274e+06
O15466;O15466-2	O15466;O15466-2				310999
O15540;O15540-2	O15540;O15540-2				798604
O43157	O43157;O43157-2;O43157-3				1.56221e+06
O43173	O43173				3.77337e+06
O43240	O43240				278535
O43278;O43278-2	O43278;O43278-2				622905
O43286	O43286				762047
O43291	O43291				3.12011e+06
O43300	O43300				333698
O43405;O43405-2	O43405;O43405-2				4.03891e+06
O43493;O43493-3;O43493-5;O43493-7	O43493;O43493-3;O43493-5;O43493-7				7.60794e+06
O43504	O43504				83951.5
O43505	O43505				1.87338e+08
O43508	O43508;O43508-2				240684
O43508-2;O75888;O75888-2;O75888-4;O75888-5	O75888;O43508-2;O75888-2;O75888-4;O75888-5				172770
O43529	O43529				1.34702e+06
O43556;O43556-3;O43556-4	O43556;O43556-3;O43556-4				3.15386e+06
O43567	O43567				3.15847e+06
O43581-2;O43581-3;O43581-5	O43581-2;O43581-3;O43581-5				346296
O43827	O43827				1.75226e+08
O43852;O43852-2;O43852-3;O43852-4;O43852-5;O43852-9	O43852;O43852-10;O43852-11;O43852-12;O43852-13;O43852-14;O43852-2;O43852-3;O43852-4;O43852-5;O43852-6;O43852-7;O43852-8;O43852-9				194481
O43854;O43854-2	O43854;O43854-2				37154.4
O43866	O43866				764358
O43897;O43897-2	O43897;O43897-2				711019
O43916	O43916				366580
O60241;O60241-2;O60241-3;O60241-4	O60241;O60241-2;O60241-3;O60241-4				4.33979e+06
O60242	O60242				1.69741e+06
O60243	O60243				420784
O60245;O60245-2	O60245;O60245-2				1.59254e+06
O60279	O60279				7.8112e+06
O60449;O60449-2;O60449-3	O60449;O60449-2;O60449-3				261300
O60462;O60462-2;O60462-3;O60462-4;O60462-5	O60462;O60462-2;O60462-3;O60462-4;O60462-5;O60462-6				1.62078e+06
O60476	O60476				889412
O60477;O60477-3	O60477;Q76B58;O60477-3;Q76B58-2				132916
O60565	O60565				291377
O60568	O60568				864544
O60613	O60613				496694
